E165,Bleu de gardénia,1
E166,Bois de santal,1
E170,Carbonate acide de calcium,1
E170i,Carbonate de calcium,1
E170ii,Carbonate acide de calcium,1
E171,Dioxyde de titane,1
E172,Oxydes de fer,1
E172i,Oxyde de fer, noir,1
E172ii,Oxyde de fer, rouge,1
E172iii,Oxyde de fer, jaune,1
E173,Aluminium,1
E174,Silver,1
E175,Or,1
E180,Tannic Acid,1
E181,Tanins de qualité alimentaire,1
E182,C.I. Natural Red 28,1
E1105,Lysozyme,2
E200,Acide sorbique,2
E201,Sorbate de sodium,2
E202,Sorbate de potassium,2
E203,Sorbate de calcium,2
E209,Para-Hydroxybenzoate d'hépthyle,2
E210,Acide benzoïque,2
E211,Benzoate de sodium,2
E212,Benzoate de potassium,2
E213,Benzoate de calcium,2
E214,Para-hydroxybenzoate d'éthyle,2
E215,Dérivé sodique de l'ester éthylique de l'acide p-hydroxybenzoïque,2
E216,P-hydroxybenzoate de propyle,2
E217,Para-hydroxybenzoate de propyle sodique,,2
E218,Para-hydroxybenzoate de méthyle,2
E219,Para-hydroxybenzoate de méthyle sodique,2
E220,Anhydride sulfureux,2
E221,Sulfite de sodium,2
E223,Métabisulfite de sodium,2
E224,Métabisulfite de potassium,2
E225,Potassium sulfite,2
E226,Sulfite de calcium,2
E227,Sulfite acide de calcium,2
E228,Sulfite acide de potassium,2
E230,Biphényle,2
E231,Orthophénylphénol,2
E232,Orthophénylphénate de sodium,2
E233,Thiabendazole,2
E234,Nisine,2
E235,Natamycine,2
E236,Acide formique,2
E237,Formate de sodium,2
E238,Formate de calcium,2
E239,Hexaméthyline tétramine,2
E240,Méthanal,2
E241,Gomme gaïac,2
E242,Dicarbonate de diméthyle,2
E243,Arginate d'éthyle laurique,2
E249,Nitrite de potassium,2
E250,Nitrite de sodium,2
E251,Salpêtre du Chili,2
E252,Nitrate de potassium,2
E260,Acide étanoïque,2
E261,Diacétate de potassium,2
E261i,Acétate de potassium,2
E261ii,Diacétate de potassium,2
E262,Diacétate de sodium hydrogène,2
E262i,Acétate de sodium,2
E262ii,Diacétate de sodium,2
E263,Acétate de calcium,2
E265,Dehydroacetic acid,2
E266,Déhydroacétate de sodium,2
E280,Acide propionique,2
E281,Propionate de sodium,2
E282,Propionate de calcium,2
E283,Propionate de potassium,2
E284,Acide borique,2
E285,Tétraborate de sodium,2
E290,Gaz carbonique,2
E319,Butylhydro - quinone tertiaire,2
E344,Citrate de lécithine,2
E391,Acide phytique,2
E1001iii,Chlorure de choline,3
E1102,Glucose oxydase,3
E300,3-céto-L-gulofuranolactone,3
E301,Ascorbate de sodium,3
E302,Ascorbate de calcium,3
E303,Dérivés Lascorbiques,3
E304,Palmitate d'ascorbyle,3
E305,Stéarate d'ascorbyle,3
E306,Vitamine E,3
E307,Alpha tocophérol,3
E307a,D-alpha-tocophérol,3
E307b,Tocophérol concentré,3
E307c,DL-alpha-tocophérol,3
E308,Gamma tocophérol,3
E309,Delta-tocophérol de synthèse,3
E310,Gallate de propyle,3
E311,Gallate d'octyle,3
E312,Gallate de dodécyle,3
E313,Gallate d'éthyle,3
E314,Résine de gaïac,3
E315,Acide isoascorbique,3
E316,Erythorbate de sodium,3
E317,Isoascorbate de potassium,3
E318,Isoascorbate de calcium,3
E320,Hydroxyanisol butyle,3
E321,Hydroxytoluène butyle,3
E323,Anoxomère,3
E324,Ethoxyquine,3
E325,Lactate de sodium,3
E326,Lactate de potassium,3
E327,Lactate de calcium,3
E339,Orthophosphate trisodique,3
E339i,Orthophosphate monosodique,3
E339ii,Orthophosphate disodique,3
E339iii,Orthophosphate trisodique,3
E340,Orthophosphate tripotassique,3
E340i,Orthophosphate monopotassique,3
E340ii,Orthophosphate dipotassique,3
E340iii,Orthophosphate tripotassique,3
E385,Ethylène-diamine-tétra-acétate de calcium disodium,3
E386,Ethylène-diamine-tétra-acètate disodique,3
E387,Oxystéarine,3
E388,Acide thiodipropionique,3
E389,Thiodipropionate de dilauryle,3
E390,Thiodipropionate de distéaryle,3
E512,Chlorure d'étain,3
E539,Thiosulfate de sodium,3
E586,4-Hexylrésorcinol,3
E1101ii,Papaïne,4
E1104,Lipases,4
E620,Acide glutamique,4
E621,Glutamate monosodique,4
E622,Glutamate monopotassique,4
E623,Glutamate de calcium,4
E624,Glutamate monoammonie,4
E625,Glutamate de magnésium,4
E626,GMP,4
E627,Guanylate disodique,4
E628,Guanylate dipotassique,4
E629,Guanylate de Calcium,4
E630,Acide inosinique,4
E631,Inosinate de sodium,4
E632,Inosinate dipotassique,4
E633,Inosinate de calcium,4
E634,5'-ribonucléotide calcique,4
E635,Sodium 5 ribonucléotide,4
E636,Maltol,4
E637,Ethyl-maltol,4
E638,Aspartame de sodium,4
E639,Alanine,4
E640,Glycinate de sodium,4
E641,L-Leucine,4
E642,Hydrochlorure de lysine,4
E650,Acétate de zinc,4
E1200,Polydextrose,5
E1201,Polyvinylpyrrolidone,5
E1400,Dextrines, amidon torréfié,5
E1401,Amidon traité aux acides,5
E1402,Amidon traité aux alcalis,5
E1403,Amidon blanchi,5
E1404,Amidon oxydé,5
E1405,Amidons traités aux enzymes,5
E1410,Phosphate d'amidon,5
E1411,Glycérol de diamidon,5
E1412,Phosphate de diamidon,5
E1413,Phosphate de diamidon phosphaté,5
E1414,Phosphate de diamidon acétylé,5
E1420,Amidon acétylé,5
E1421,Amidon acétylé à acétate de vinyle,5
E1422,Adipate de diamidon acétylé,5
E1423,Glycérol de diamidon acétylé,5
E1440,Amidon Hydroxypropylé,5
E1442,Phosphate de diamidon hydroxypropylé,5
E1443,Glycérol de diamidon hydroxypropylé,5
E1450,Succinate octénylique sodique d'amidon,5
E1451,Amidon oxydé acétylé,5
E383,Glycérophosphate de calcium,5
E400,Acide alginique,5
E401,Alginate de sodium,5
E402,Alginate de potassium,5
E403,Alginate d'ammonium,5
E404,Alginate de calcium,5
E405,Alginate d'hydroxypropyle,5
E406,Layor Carang,5
E407,Mousse du Danemark,5
E407a,PES,5
E408,Glycane de levure de boulanger,5
E409,Arabinogalactane,5
E410,Gomme de caroube,5
E412,Gomme cyamopsis,5
E413,Traganthe,5
E414,Gomme d'acacia,5
E415,Gomme xanthane,5
E416,Kuterra,5
E417,Gomme Tara,5
E418,Gomme gellane,5
E419,Gomme ghatti,5
E424,Curdlan,5
E425,Farine de konjac,5
E428,Gélatine,5
E440,Pectines,5
E440a,Pectine,5
E440b,Pectine amidée,5
E441,Gelatin,5
E463,Hydroxypropylcellulose,5
E464,Hydroxypropylméthylcellulose,5
E465,Ethylméthylcellulose,5
E466,Gomme cellulosique,5
E467,Ethyl-hydroxyéthyl-cellulose,5
E469,Carboxyméthylcellulose hydrolysée par voie enzymatique,5
E508,Chlorure de potassium,5
E509,Chlorure de calcium,5
E511,Chlorure de magnésium,5
E518,Sulfate de magnésium,5
E520,Sulfate d'aluminium,5
E521,Sulfate d'aluminium sodique,5
E523,Sulfate d'aluminium ammonique,5
E572,Stéarate de magnésium,5
E1000,Acide cholique,6
E1001,Sels et esters de choline,6
E1001i,Acétate de choline,6
E1001ii,Carbonate de choline,6
E1001iv,Citrate de choline,6
E1001v,Tartrate de choline,6
E1001vi,Lactate de choline,6
E1103,Invertase,6
E1452,Succinate octénylique aluminique d'amidon,6
E1505,Citrate de triéthyle,6
E322,Lécithines,6
E322i,Lécithine,6
E322ii,Lécithine partiellement hydrolysée,6
E399,Lactobionate de calcium,6
E426,Hémicellulose de soja,6
E427,Gomme de cassia,6
E429,Peptones,6
E430,Stéarate de polyoxyéthylène 8,6
E431,Stéarate de polyoxyéthylène 40,6
E432,Monolaurate sorbitane de poloxyéthylène 20,6
E433,Monooléate de sorbitane polyoxyèthylène 80,6
E434,Monopalmitate de polyoxyéthylène sorbitane,6
E435,Monostéarate de sorbitane polyoxyéthylène 20,6
E436,Tristéarate de polyoxyéthylène sorbitane,6
E442,Sels d'ammonium d'acide phosphatidique,6
E443,Huile végétale bromée,6
E444,SAIB,6
E445,Esters glycéroliques de résine de bois,6
E446,Succistéarine,6
E450,Sels métalliques de diphosphates,6
E450i,Dihydrogéno-pyrophosphate disodique,6
E450ii,Hydrogéno-diphosphate trisodique,6
E450iii,Diphosphate tétrasodique,6
E450iv,Diphosphate dipotassique,6
E450v,Pyrophosphate de potassium,6
E450vi,Pyrophosphate de calcium,6
E450vii,Pyrophosphate de calcium acide,6
E450viii,Diphosphate dimagnésien,6
E452,Polyphosphates,6
E452i,Sel de Maddrell,6
E452ii,Polyphosphates de potassium,6
E452iii,Polyphosphate calco-sodique,6
E452iv,Polyphosphate de calcium,6
E452v,Polyphosphate d'ammonium,6
E452vi,Tripolyphosphate de sodium et de potassium,6
E457,Alpha-cyclodextrine,6
E458,Gamma-cyclodextrine,6
E459,Bêta-cyclodextrine,6
E460,Celluloses,6
E460i,Gel de cellulose,6
E460ii,Cellulose en poudre,6
E461,Ether méthilique de cellulose,6
E462,Ethylcellulose,6
E468,Gomme cellulosique réticulée,6
E470,Sels d'acides gras (ayant pour base le calcium, le magnésium, le potassium, le sodium),6
E470ii,Sels de magnésium d'acides gras,6
E471,Monopalmitine,6
E472a,Mono- et diglycérides acétylés,6
E472b,Esters lactiques des mono- et diglycérides d'acides gras,6
E472c,Esters citriques des mono- et diglycérides d'acides gras,6
E472d,Esters tartriques des mono- et diglycérides d'acides gras,6
E472e,Esters glycéroliques de l'acide diacetyltartrique et d'acides gras,6
E472f,Esters mixtes acétique et tartrique des mono- et diglycérides d'acides gras,6
E472g,Monoglycérides succinyles,6
E473,Sucroesters d'acides gras,6
E473a,Oligoesters de saccharose de type I et de type II,6
E474,Sucroglycérides,6
E475,Esters polyglycéroliques d'acides gras,6
E476,PGPR,6
E477,Ester de propylène glycol d'acides gras,6
E478,Esters glycéroliques et propylène - glycoliques d'acides gras lactyles,6
E479,Huile de soja oxydée par chauffage avec des mono- et diglycérides d'acides gras,6
E479b,TOSOM,6
E480,Sulfosuccinate dioctylique de sodium,6
E481,Stéaroyl-2-lactylate de sodium,6
E481i,Stéaryl de sodium lactylé,6
E481ii,Oléyl de sodium lactylé,6
E482,Stéaroyl-2-lactylate de calcium,6
E482i,Stéaryl de calcium lactylé,6
E482ii,Oléyl de calcium lactylé,6
E484,Citrate de stéaryle,6
E485,Stéaroylfumarate de sodium,6
E486,Stéaroylfumarate de calcium,6
E487,Laurylsulfate de sodium,6
E488,Mono- et di-glycérides éthoxyles,6
E489,Ester de méthylglycoside d'huile de coco,6
E491,Monostéarate de sorbitane,6
E492,Tristéarate de sorbitane,6
E493,Monolaurate de sorbitane,6
E494,Monooléate de sorbitane,6
E495,Monopalmitate de sorbitane,6
E496,Trioléate de sorbitane,6
E900,Diméthylpolysiloxane,6
E900a,Polydiméthylsiloxane,6
E900b,Diméticone,6
E999,Extrait de quillaia,6
E999i,Extrait de quillaia de type 1,6
E999ii,Extrait de quillaia de type 2,6
E420,Sorbitols,7
E420i,Sorbitol,7
E420ii,Sirop de sorbitol,7
E421,Mannitol,7
E950,Acésulfame potassium,7
E951,Aspartame,7
E952,Cyclamates,7
E952i,Acide cyclamique,7
E952ii,Cyclamate de calcium,7
E952iii,Cyclamate de potassium,7
E952iv,Cyclamate de sodium,7
E953,Isomaltulose hydrogéné,7
E954,Saccharine de potassium,7
E954i,Saccharine de sodium,7
E954ii,Saccharine de calcium,7
E954iii,Saccharine de potassium,7
E954iv,Saccharine de sodium,7
E955,Trichlorogalactosaccharose,7
E956,Alitame,7
E957,Thaumatine,7
E958,Liquorice,7
E959,Dihydrochalcone de néohespéridine,7
E960,Glucosides de stéviol,7
E961,Neotame,7
E962,Sel d'aspartame acésulfame,7
E963,Tagatose,7
E964,Sirop de polyglycitol,7
E965,Sirop de maltitol,7
E965i,Maltitol,7
E965ii,Sirop de maltitol,7
E966,Lactitol,7
E967,Xylitol,7
E222,Sulfite acide de Sodium,8
E264,Acétate d'ammonium,8
E270,Acide lactique,8
E296,Acide DL-malique,8
E297,Acide fumarique,8
E328,Lactate d'ammonium,8
E329,Lactate de magnésium,8
E330,Acide citrique,8
E331,Citrate trisodique,8
E331i,Citrate biacide de sodium,8
E331ii,Citrate monoacide disodique,8
E331iii,Citrate trisodique,8
E332,Citrates de potassium,8
E332i,Citrate biacide de potassium,8
E332ii,Citrate tripotassique,8
E333,Citrate monocalcique,8
E333i,Citrate de monocalcium,8
E333ii,Citrate de dicalcium,8
E333iii,Citrate de tricalcium,8
E334,Acide L-tartrique,8
E335,Tartrate monosodique,8
E335i,Tartrate monosodique,8
E335ii,Tartrate disodique,8
E336,Tartrate monopotassique,8
E336i,Tartrate monopotassique,8
E336ii,Tartrate dipotassique,8
E337,Tartrate double de sodium et de potassium,8
E338,Acide phosphorique,8
E341,Orthophosphate tricalcique,8
E341i,Orthophosphate monocalcique,8
E341ii,Orthophosphate dicalcique,8
E341iii,Orthophosphate tricalcique,8
E342,Phosphates d'ammonium,8
E342i,Orthophosphate monoammonié,8
E342ii,Orthophosphate diammonié,8
E343,Phosphate de magnésium,8
E343i,Orthophosphate monomagnésien,8
E343ii,Orthophosphate dimagnésien,8
E343iii,Orthophosphate trimagnésien,8
E345,Citrate de magnésium,8
E349,Malate d'ammonium,8
E350,Malate de sodium,8
E350i,Malate acide de sodium,8
E350ii,Malate de sodium,8
E351,Malate de potassium,8
E351i,Malate acide de potassium,8
E351ii,Malate de potassium,8
E352,Malate de calcium,8
E352i,Malate acide de calcium,8
E352ii,Malate de calcium,8
E353,Acide métatartrique,8
E354,Tartrate de calcium,8
E355,Acide adipique,8
E356,Adipate de sodium,8
E357,Adipate de potassium,8
E359,Adipate d'ammonium,8
E363,Acide succinique,8
E364,Succinates de sodium,8
E364i,Succinate monosodique,8
E364ii,Succinate disodique,8
E365,Fumarate de sodium,8
E366,Fumarate de potassium,8
E367,Fumarate de calcium,8
E368,Fumarate d'ammonium,8
E370,Hepronolactone,8
E380,Citrate de triammonium,8
E384,Citrate d'isopropyle,8
E411,Gomme d'avoine,8
E451,Triphosphates,8
E451i,Triphosphate pentasodique,8
E451ii,Triphosphate pentapotassique,8
E470i,Sels de sodium d'acides gras,8
E500,Carbonates de sodium,8
E500i,Carbonate de soude (ancien nom),8
E500ii,Carbonate acide de sodium,8
E500iii,Sesquicarbonate de sodium,8
E501,Carbonates de potassium,8
E501i,Carbonate de potassium,8
E501ii,Hydrogénocarbonate de potassium,8
E502,Carbonates,8
E503,Carbonates d'ammonium,8
E503i,Carbonate d'ammonium,8
E503ii,Carbonate acide d'ammonium,8
E504,Carbonates de magnésium,8
E504i,Carbonate de magnésium,8
E504ii,Bicarbonate magnésium,8
E505,Carbonate ferreux,8
E507,Acide hydrochlorique,8
E513,Acide sulfurique,8
E514,Sulfate acide de sodium,8
E515,Sulfate de potassium,8
E522,Sulfate d'aluminium potassique,8
E524,Hydroxyde de sodium,8
E525,Hydroxyde de potassium,8
E526,Chaux éteinte,8
E527,Hydroxyde d'ammonium,8
E528,Hydroxyde de magnésium,8
E529,Oxyde de calcium,8
E530,Oxyde de magnésium,8
E540,Phosphate de calcium hydrogène,8
E541,Phosphate d'aluminium sodique acide,8
E541i,Phosphate de sodium-aluminium acide,8
E541ii,Phosphate de sodium-aluminium basique,8
E542,Phosphate d'os,8
E544,Polyphosphates de calcium,8
E545,Polyphosphates d'ammonium,8
E570,Acides gras,8
E574,Acide gluconique,8
E575,GDL,8
E576,Gluconate de sodium,8
E577,Gluconate de potassium,8
E578,Gluconate de calcium,8
E580,Gluconate de magnésium,8
E1100,Amylases,9
E1101,Protéases,9
E1101i,Protéase,9
E1101iii,Bromélaïne,9
E1101iv,Ficine,9
E1202,Polyvinylpolypyrrolidone insoluble,9
E1203,Alcool polyvinylique,9
E1204,Pullulan,9
E1503,Castor oil,9
E1517,Diacétate de glycéryle,9
E1518,Triacétine,9
E1519,Alcool benzylique,9
E1520,Propylèneglycolane-1,2-diol,9
E1521,Macrogol,9
E375,Acide nicotinique,9
E381,Citrate d'ammonium ferrique,9
E422,Trihydroxypropane,9
E483,Palmitryltartrate de stéaryle,9
E510,Chlorure d'ammonium,9
E516,Sulfate de calcium,9
E517,Sulfate d'ammonium,9
E519,Sulfate cuprique,9
E535,Ferrocyanure de sodium,9
E536,Ferrocyanure de potassium,9
E537,Hexacyanoman fer,9
E538,Ferrocyanure de calcium,9
E546,Pyrophosphate de magnésium,9
E550,Silicate de sodium,9
E550i,Silicate de sodium,9
E550ii,Métasilicate de sodium,9
E551,Silice amorphe,9
E552,Silicate de calcium,9
E553,Trisilicate de magnésium,9
E553i,Silicate de magnésium,9
E553ii,Trisilicate de magnésium,9
E553iii,Talc,9
E554,Silicate d'aluminium et sodium,9
E555,Aluminosilicate de potassium,9
E556,Aluminosilicate de calcium,9
E557,Silicate de zinc,9
E558,Bentonite,9
E559,Silicate d'aluminium,9
E560,Silicate de potassium,9
E579,Gluconate de fer dihydraté,9
E585,Lactate ferreux,9
E901,Cire d'abeille,9
E902,Cire de candelilla,9
E903,Cire de carnauba,9
E904,Résine de shellac,9
E905,Paraffines,11
E905a,Huile minérale de qualité alimentaire,11
E905b,Vaseline,11
E905c,Cire de pétrole,11
E905ci,Cire microcristalline,11
E905cii,Cire de paraffine,11
E905d,Huile minérale, viscosité élevée,11
E905e,Huile minérale, viscosité moyenne et faible catégorie I,11
E905f,Huile minérale, viscosité moyenne et faible catégorie II,11
E905g,Huile minérale, viscosité moyenne et faible catégorie III,11
E906,Gomme Benjoin,11
E907,Polydécènes hydrogénés,11
E908,Cire son de riz,11
E909,Cire de blanc de baleine,11
E910,Esters de cires,11
E911,Esters méthyliques d'acides gras,11
E912,Ester de l'acide montanique,11
E913,Lanoline,11
E914,Cire de polyéthylène oxydée,11
E915,Ester de colophane,11
E916,Iodate de calcium,11
E917,Iodate de potassium,11
E918,Oxydes d'azote,11
E919,Chlorure de nitrosyle,11
E920,L-cystéine et chlorhydrates,11
E921,Cystine,11
E922,Persulfate de potassium,11
E923,Persulfate d'ammonium,11
E924,Bromate de potassium,11
E924a,Bromate de potassium,11
E924b,Bromate de calcium,11
E925,Chlore,11
E926,Dioxyde de chlore,11
E927,Azoformamide,11
E927a,Azodicarbonamide,11
E927b,Urée,11
E928,Peroxyde de benzoyle,11
E929,Peroxyde d'acétone,11
E930,Peroxyde de calcium,11
E968,Erythritol,9
E938,Argon,10
E939,Hélium,10
E940,Dichlorodifluorométhane,10
E941,Azote,10
E942,Protoxyde d'azote,10
E943a,Butane,10
E943b,Isobutane,10
E944,Propane,10
E945,Chloropentafluoroéthane,10
E946,Octafluorocyclobutane,10
E948,Oxygène,10
E949,Hydrogène,10
E710,Spiramycines Antibiotique,12
E713,Tylosine Antibiotique,12
