airportid,name,city,country,iata,icao,latitude,longitude,altitude,timezone,dst,tz,type,source
207,Blida Airport,Blida,Algeria,,DAAB,36.503601074218750,2.814169883728027,535,1,N,Africa/Algiers,airport,OurAirports
208,Bou Saada Airport,Bou Saada,Algeria,,DAAD,35.332500457763670,4.206389904022217,1506,1,N,Africa/Algiers,airport,OurAirports
213,Reggane Airport,Reggan,Algeria,,DAAN,26.710100173950195,0.285647004842758,955,1,N,Africa/Algiers,airport,OurAirports
215,Ain Oussera Airport,Ain Oussera,Algeria,,DAAQ,35.525398254394530,2.878710031509399,2132,1,N,Africa/Algiers,airport,OurAirports
218,Mecheria Airport,Mecheria,Algeria,,DAAY,33.535900116000000,-0.242353007197000,3855,1,N,Africa/Algiers,airport,OurAirports
219,Relizane Airport,Relizane,Algeria,,DAAZ,35.752201080322266,0.626272022724152,282,1,N,Africa/Algiers,airport,OurAirports
226,Bou Sfer Airport,Bou Sfer,Algeria,,DAOE,35.735401153564450,-0.805388987064362,187,1,N,Africa/Algiers,airport,OurAirports
423,Hanko Airport,Hanko,Finland,,EFHN,59.848899841308594,23.083599090576172,20,2,E,Europe/Helsinki,airport,OurAirports
425,Kiikala Airport,Kikala,Finland,,EFIK,60.462501525900000,23.652500152600000,381,2,E,Europe/Helsinki,airport,OurAirports
426,Immola Airport,Immola,Finland,,EFIM,61.249198913574220,28.903699874877930,338,2,E,Europe/Helsinki,airport,OurAirports
427,Kitee Airport,Kitee,Finland,,EFIT,62.166100000000000,30.073601000000000,364,2,E,Europe/Helsinki,airport,OurAirports
434,Kauhajoki Airport,Kauhajoki,Finland,,EFKJ,62.462501525900000,22.393100738500000,407,2,E,Europe/Helsinki,airport,OurAirports
436,Kemijarvi Airport,Kemijarvi,Finland,,EFKM,66.712898000000000,27.156799000000000,692,2,E,Europe/Helsinki,airport,OurAirports
440,Lahti Vesivehmaa Airport,Vesivehmaa,Finland,,EFLA,61.144199000000000,25.693501000000000,502,2,E,Europe/Helsinki,airport,OurAirports
443,Menkijarvi Airport,Menkijarvi,Finland,,EFME,62.946701049804690,23.518899917602540,331,2,E,Europe/Helsinki,airport,OurAirports
445,Nummela Airport,Nummela,Finland,,EFNU,60.333900451699996,24.296400070200000,367,2,E,Europe/Helsinki,airport,OurAirports
447,Piikajarvi Airport,Piikajarvi,Finland,,EFPI,61.245601654052734,22.193399429321290,148,2,E,Europe/Helsinki,airport,OurAirports
449,Pudasjärvi Airport,Pudasjarvi,Finland,,EFPU,65.402198791500000,26.946899414100002,397,2,E,Europe/Helsinki,airport,OurAirports
450,Pyhäsalmi Airport,Pyhasalmi,Finland,,EFPY,63.731899261500000,25.926300048799998,528,2,E,Europe/Helsinki,airport,OurAirports
451,Raahe Pattijoki Airport,Pattijoki,Finland,,EFRH,64.688102722200000,24.695800781200000,118,2,E,Europe/Helsinki,airport,OurAirports
581,Budel Airport,Weert,Netherlands,,EHBD,51.255298614500000,5.601389884950000,114,1,E,Europe/Amsterdam,airport,OurAirports
583,Deelen Air Base,Deelen,Netherlands,,EHDL,52.060600000000000,5.873060000000000,158,1,E,Europe/Amsterdam,airport,OurAirports
584,Drachten Airport,Drachten,Netherlands,,EHDR,53.119201660200000,6.129720211030000,14,1,E,Europe/Amsterdam,airport,OurAirports
869,Vredendal Airport,Vredendal,South Africa,,FAVR,-31.641000747680664,18.544799804687500,330,2,U,Africa/Johannesburg,airport,OurAirports
870,Vereeniging Airport,Vereeniging,South Africa,,FAVV,-26.566400528000000,27.960800170900000,4846,2,U,Africa/Johannesburg,airport,OurAirports
978,Lumbo Airport,Lumbo,Mozambique,,FQLU,-15.033100128200000,40.671699523899996,33,2,U,Africa/Maputo,airport,OurAirports
980,Mueda Airport,Mueda,Mozambique,,FQMD,-11.672900199890137,39.563098907470700,2789,2,U,Africa/Maputo,airport,OurAirports
982,Marrupa Airport,Marrupa,Mozambique,,FQMR,-13.225099563598633,37.552101135253906,2480,2,U,Africa/Maputo,airport,OurAirports
1049,Tessalit Airport,Tessalit,Mali,,GATS,20.243000030517578,0.977307975292206,1621,0,N,Africa/Bamako,airport,OurAirports
1060,Cufar Airport,Cufar,Guinea-Bissau,,GGCF,11.287899971008300,-15.180500030517578,65,0,N,Africa/Bissau,airport,OurAirports
1067,Ifrane Airport,Ifrane,Morocco,,GMFI,33.505298614501950,-5.152900218963623,5459,0,N,Africa/Casablanca,airport,OurAirports
1071,Ben Slimane Airport,Ben Slimane,Morocco,,GMMB,33.655399322499996,-7.221449851990001,627,0,N,Africa/Casablanca,airport,OurAirports
1023,Kitona Base Airport,Kitona Base,Congo,,FZAI,-5.918059825897217,12.447699546813965,394,1,N,Africa/Kinshasa,airport,OurAirports
1139,Kakamega Airport,Kakamega,Kenya,,HKKG,0.271342009306000,34.787300109900000,5020,3,U,Africa/Nairobi,airport,OurAirports
1146,Naivasha Airport,Naivasha,Kenya,,HKNV,-0.787953019142151,36.433498382568360,6380,3,U,Africa/Nairobi,airport,OurAirports
1148,Moi Air Base,Nairobi,Kenya,,HKRE,-1.277269959450000,36.862300872800000,5336,3,U,Africa/Nairobi,airport,OurAirports
1150,Bu Attifel Airport,Buattifel,Libya,,HLFL,28.795400619506836,22.080900192260742,161,2,N,Africa/Tripoli,airport,OurAirports
1151,Warehouse 59e Airport,Giallo,Libya,,HLGL,28.638500213623047,21.437999725341797,325,2,N,Africa/Tripoli,airport,OurAirports
1158,Marsa Brega Airport,Marsa Brega,Libya,,HLMB,30.378099441528320,19.576400756835938,50,2,N,Africa/Tripoli,airport,OurAirports
1159,Ras Lanuf Oil Airport,Ras Lanouf V 40,Libya,,HLNF,30.500000000000000,18.527200698852540,42,2,N,Africa/Tripoli,airport,OurAirports
1160,Hon Airport,Hon,Libya,,HLON,29.110099792480470,15.965600013732910,919,2,N,Africa/Tripoli,airport,OurAirports
1161,Dahra Airport,Dahra,Libya,,HLRA,29.472600936889650,17.934900283813477,1050,2,N,Africa/Tripoli,airport,OurAirports
1163,Zella 74 Airport,Zella 74,Libya,,HLZA,28.589899063110350,17.293899536132812,1085,2,N,Africa/Tripoli,airport,OurAirports
1168,Damazin Airport,Damazin,Sudan,,HSDZ,11.785900116000000,34.336700439500000,1582,3,U,Africa/Khartoum,airport,OurAirports
1171,Kadugli Airport,Kadugli,Sudan,,HSLI,11.137999534600002,29.701099395800000,1848,3,U,Africa/Khartoum,airport,OurAirports
1522,Torino-Aeritalia Airport,Turin,Italy,,LIMA,45.086399000000000,7.603370000000000,943,1,E,Europe/Rome,airport,OurAirports
1523,Milano-Bresso Airport,Milano,Italy,,LIMB,45.542198000000000,9.203330000000000,484,1,E,Europe/Rome,airport,OurAirports
1530,Cameri Air Base [MIL],Cameri,Italy,,LIMN,45.529598000000000,8.669220000000000,586,1,E,Europe/Rome,airport,OurAirports
1537,Cervia Air Base,Cervia,Italy,,LIPC,44.224201000000000,12.307200000000000,18,1,E,Europe/Rome,airport,OurAirports
1565,Urbe Airport,Rome,Italy,,LIRU,41.951900000000000,12.498900000000000,55,1,E,Europe/Rome,airport,OurAirports
1592,Tel Nof Air Base,Tel-nof,Israel,,LLEK,31.839500427200000,34.821800231900000,193,2,E,Asia/Jerusalem,airport,OurAirports
1593,Ein Shemer Airfield,Eyn-shemer,Israel,,LLES,32.440799713134766,35.007701873779300,95,2,E,Asia/Jerusalem,airport,OurAirports
1595,Ein Yahav Airfield,Eyn-yahav,Israel,,LLEY,30.621700286865234,35.203300476074220,-164,2,E,Asia/Jerusalem,airport,OurAirports
1597,Hatzor Air Base,Haztor,Israel,,LLHS,31.762500762900000,34.727199554399995,148,2,E,Asia/Jerusalem,airport,OurAirports
1599,Megiddo Airport,Megido Airstrip,Israel,,LLMG,32.597301483154300,35.228801727294920,200,2,E,Asia/Jerusalem,airport,OurAirports
1600,Bar Yehuda Airfield,Metzada,Israel,,LLMZ,31.328199386596680,35.388599395751950,-1266,2,E,Asia/Jerusalem,airport,OurAirports
1601,Nevatim Air Base,Nevatim,Israel,,LLNV,31.208299636799996,35.012298584000000,1330,2,E,Asia/Jerusalem,airport,OurAirports
1603,Ramat David Air Base,Ramat David,Israel,,LLRD,32.665100097656250,35.179500579833984,185,2,E,Asia/Jerusalem,airport,OurAirports
1604,Ramon Air Base,Ramon,Israel,,LLRM,30.776100158691406,34.666698455810550,2126,2,E,Asia/Jerusalem,airport,OurAirports
1607,Wiener Neustadt East Airport,Wiener Neustadt Ost,Austria,,LOAN,47.843299865722656,16.260099411010742,896,1,E,Europe/Vienna,airport,OurAirports
1608,Wels Airport,Wels,Austria,,LOLW,48.183300018310550,14.040900230407715,1043,1,E,Europe/Vienna,airport,OurAirports
1615,Hinterstoisser Air Base,Zeltweg,Austria,,LOXZ,47.202801000000000,14.744200000000000,2264,1,E,Europe/Vienna,airport,OurAirports
1616,Alverca Airport,Alverca,Portugal,,LPAR,38.883301000000000,-9.030100000000000,11,0,E,Europe/Lisbon,airport,OurAirports
1907,Leeward Point Field,Guantanamo,Cuba,,MUGM,19.906499862671000,-75.207099914551000,56,-5,U,\N,airport,OurAirports
2063,Abqaiq Airport,Abqaiq,Saudi Arabia,,OEBQ,25.911300659179688,49.591201782226560,229,3,U,Asia/Riyadh,airport,OurAirports
2070,Jubail Airport,Jubail,Saudi Arabia,,OEJB,27.038999557495117,49.405101776123050,26,3,U,Asia/Riyadh,airport,OurAirports
2071,King Faisal Naval Base,Jeddah,Saudi Arabia,,OEJF,21.348100662231445,39.173000335693360,7,3,U,Asia/Riyadh,airport,OurAirports
2077,Pump Station 3 Airport,Petroline 3,Saudi Arabia,,OEPC,25.174499511718750,47.488399505615234,1740,3,U,Asia/Riyadh,airport,OurAirports
2078,Pump Station 6 Airport,Petroline 6,Saudi Arabia,,OEPF,24.710300445556640,44.964500427246094,2530,3,U,Asia/Riyadh,airport,OurAirports
2079,Pump Station 10 Airport,Petroline 10,Saudi Arabia,,OEPJ,24.107299804687500,41.035999298095700,2840,3,U,Asia/Riyadh,airport,OurAirports
2080,Rabigh Airport,Rabigh,Saudi Arabia,,OERB,22.702600479125977,39.069801330566406,22,3,U,Asia/Riyadh,airport,OurAirports
2083,Ras Mishab Airport,Rash Mishab,Saudi Arabia,,OERM,28.079599380493164,48.611000061035156,13,3,U,Asia/Riyadh,airport,OurAirports
2085,Ras Tanura Airport,Ras Tanura,Saudi Arabia,,OERT,26.723100662231445,50.030799865722656,6,3,U,Asia/Riyadh,airport,OurAirports
2091,Thumamah Airport,Thumamah,Saudi Arabia,,OETH,25.212999343872070,46.640998840332030,1870,3,U,Asia/Riyadh,airport,OurAirports
2092,Ras Tanajib Airport,Ras Tanajib,Saudi Arabia,,OETN,27.867799758911133,48.769100189208984,30,3,U,Asia/Riyadh,airport,OurAirports
2173,Prince Hassan Air Base,Hotel Four,Jordan,,OJHF,32.160702000000000,37.149399000000000,2220,2,E,Asia/Amman,airport,OurAirports
2174,Jerusalem Airport,Jerusalem,West Bank,,OJJR,31.864700317383000,35.219200134277000,2485,2,U,Asia/Jerusalem,airport,OurAirports
2178,Rene Mouawad Air Base,Kleiat,Lebanon,,OLKA,34.589298248291016,36.011299133300780,75,2,E,Asia/Beirut,airport,OurAirports
2181,Al Hamra Aux Airport,Al Hamra,United Arab Emirates,,OMAH,24.073999404907227,52.463600158691406,50,4,U,Asia/Dubai,airport,OurAirports
2182,Jebel Dhana Airport,Jebel Dhana,United Arab Emirates,,OMAJ,24.187400817871094,52.613998413085940,43,4,U,Asia/Dubai,airport,OurAirports
2184,Al Dhafra Air Base,Abu Dhabi,United Arab Emirates,,OMAM,24.248199462900004,54.547698974599996,77,4,U,Asia/Dubai,airport,OurAirports
2185,Arzanah Airport,Arzana,United Arab Emirates,,OMAR,24.780500411987305,52.559898376464844,15,4,U,Asia/Dubai,airport,OurAirports
2186,Das Island Airport,Das Island,United Arab Emirates,,OMAS,25.146200180053710,52.873699188232420,12,4,U,Asia/Dubai,airport,OurAirports
2187,Zirku Airport,Zirku,United Arab Emirates,,OMAZ,24.862491607666016,53.077140808105470,14,4,U,Asia/Dubai,airport,OurAirports
2309,Nyutabaru Airport,Nyutabaru,Japan,,RJFN,32.083599090576170,131.451004028320300,259,9,U,Asia/Tokyo,airport,OurAirports
2314,Kanoya Airport,Kanoya,Japan,,RJFY,31.367599487304688,130.845001220703120,214,9,U,Asia/Tokyo,airport,OurAirports
2315,Tsuiki Air Field,Tsuiki,Japan,,RJFZ,33.685001373300000,131.039993286000000,55,9,U,Asia/Tokyo,airport,OurAirports
2317,Okierabu Airport,Okierabu,Japan,,RJKB,27.425500869800000,128.701004028000000,101,9,U,Asia/Tokyo,airport,OurAirports
2319,Fukui Airport,Fukui,Japan,,RJNF,36.142799377400000,136.223999023000000,19,9,U,Asia/Tokyo,airport,OurAirports
2320,Gifu Airport,Gifu,Japan,,RJNG,35.394100189208984,136.869995117187500,128,9,U,Asia/Tokyo,airport,OurAirports
2321,Hamamatsu Airport,Hamamatsu,Japan,,RJNH,34.750198364257810,137.703002929687500,150,9,U,Asia/Tokyo,airport,OurAirports
2325,Shizuhama Airport,Yaizu,Japan,,RJNY,34.812801361083984,138.298004150390620,23,9,U,Asia/Tokyo,airport,OurAirports
2329,Hofu Airport,Hofu,Japan,,RJOF,34.034698486328125,131.548995971679700,7,9,U,Asia/Tokyo,airport,OurAirports
2385,Ie Shima Auxiliary Air Base,Iejima,Japan,,RODE,26.725757598876953,127.764900207519530,184,9,U,Asia/Tokyo,airport,OurAirports
2393,Tarama Airport,Tarama,Japan,,RORT,24.653900146499996,124.675003052000000,36,9,U,Asia/Tokyo,airport,OurAirports
2406,Daet Airport,Daet,Philippines,,RPUD,14.129199981689453,122.980003356933600,10,8,N,Asia/Manila,airport,OurAirports
2407,Basa Air Base,Floridablanca,Philippines,,RPUF,14.986499786376953,120.492996215820310,151,8,N,Asia/Manila,airport,OurAirports
2408,Lingayen Airport,Lingayen,Philippines,,RPUG,16.034799575805664,120.240997314453120,7,8,N,Asia/Manila,airport,OurAirports
2410,Fernando Air Base,Lipa,Philippines,,RPUL,13.954999923706055,121.125000000000000,1220,8,N,Asia/Manila,airport,OurAirports
2411,Mamburao Airport,Mamburao,Philippines,,RPUM,13.208100318908691,120.605003356933600,13,8,N,Asia/Manila,airport,OurAirports
2579,Lages Airport,Lajes,Brazil,,SBLJ,-27.782100677499997,-50.281501770000000,3065,-3,S,America/Sao_Paulo,airport,OurAirports
2676,Km 192 Airport,Km-192,Ecuador,,SEKK,0.184202998876572,-79.391998291015620,1247,-5,U,America/Guayaquil,airport,OurAirports
2720,Santiago Vila Airport,Girardot,Colombia,,SKGI,4.276240000000000,-74.796700000000000,900,-5,U,America/Bogota,airport,OurAirports
2723,Guaymaral Airport,Guaymaral,Colombia,,SKGY,4.812330000000000,-74.064900000000000,8390,-5,U,America/Bogota,airport,OurAirports
2727,Jorge Isaac Airport,La Mina,Colombia,,SKLM,11.232500000000000,-72.490100000000000,281,-5,U,America/Bogota,airport,OurAirports
2737,Puerto Bolívar Airport,Puerto Bolivar,Colombia,,SKPB,12.221500000000000,-71.984800000000000,90,-5,U,America/Bogota,airport,OurAirports
2740,Pitalito Airport,Pitalito,Colombia,,SKPI,1.857770000000000,-76.085700000000000,4212,-5,U,America/Bogota,airport,OurAirports
2744,Mariquita Airport,Mariquita,Colombia,,SKQU,5.212560000000000,-74.883600000000000,1531,-5,U,America/Bogota,airport,OurAirports
2775,Saint-Georges-de-l'Oyapock Airport,St.-georges Oyapock,French Guiana,,SOOG,3.897599935530000,-51.804100036600000,46,-3,U,America/Cayenne,airport,OurAirports
2776,Huancabamba Airport,Huancabamba,Peru,,SPAB,-5.256770133972168,-79.442901611328120,6312,-5,U,America/Lima,airport,OurAirports
2777,Alferez FAP Alfredo Vladimir Sara Bauer Airport,Andoas,Peru,,SPAS,-2.796129941940000,-76.466598510700010,728,-5,U,America/Lima,airport,OurAirports
2778,Teniente General Gerardo Pérez Pinedo Airport,Atalaya,Peru,,SPAY,-10.729100227400000,-73.766502380400000,751,-5,U,America/Lima,airport,OurAirports
2780,Iberia Airport,Iberia,Peru,,SPBR,-11.411600112915039,-69.488700866699220,750,-5,U,America/Lima,airport,OurAirports
2783,Puerto Esperanza Airport,Puerto Esperanza,Peru,,SPEP,-9.768130302429200,-70.706497192382810,725,-5,U,America/Lima,airport,OurAirports
2872,Linden Airport,Linden,Guyana,,SYLD,5.965919971466065,-58.270301818847656,180,-4,U,America/Guyana,airport,OurAirports
3166,Takhli Airport,Nakhon Sawan,Thailand,,VTPI,15.277299881000000,100.295997620000000,107,7,U,Asia/Bangkok,airport,OurAirports
3167,Sak Long Airport,Phetchabun,Thailand,,VTPL,16.824300765991210,101.250999450683600,500,7,U,Asia/Bangkok,airport,OurAirports
3169,Nakhon Sawan Airport,Nakhon Sawan,Thailand,,VTPN,15.673000335693360,100.137001037597660,113,7,U,Asia/Bangkok,airport,OurAirports
3171,Khunan Phumipol Airport,Tak,Thailand,,VTPY,17.234199523925780,99.057899475097660,492,7,U,Asia/Bangkok,airport,OurAirports
3172,Khoun Khan Airport,Satun,Thailand,,VTSA,6.661399841308594,100.080001831054690,18,7,U,Asia/Bangkok,airport,OurAirports
3175,Songkhla Airport,Songkhla,Thailand,,VTSH,7.186560153961182,100.608001708984380,12,7,U,Asia/Bangkok,airport,OurAirports
3178,Cha Eian Airport,Nakhon Si Thammarat,Thailand,,VTSN,8.471150398250000,99.955596923800000,44,7,U,Asia/Bangkok,airport,OurAirports
3185,Surin Airport,Surin,Thailand,,VTUJ,14.868300437927000,103.498001098630000,478,7,U,Asia/Bangkok,airport,OurAirports
3187,Khorat Airport,Nakhon Ratchasima,Thailand,,VTUN,14.934499740600000,102.079002380000000,729,7,U,Asia/Bangkok,airport,OurAirports
3188,Rob Muang Airport,Roi Et,Thailand,,VTUR,16.070400238037110,103.646003723144530,459,7,U,Asia/Bangkok,airport,OurAirports
3207,Ann Airport,Ann,Myanmar,,VYAN,19.769199371337890,94.026100158691400,74,6.5,U,Asia/Rangoon,airport,OurAirports
3197,Gia Lam Air Base,Hanoi,Viet Nam,,VVGL,21.040500640869140,105.886001586914060,50,7,U,Asia/Saigon,airport,OurAirports
3198,Kep Air Base,Kep,Viet Nam,,VVKP,21.394599914599997,106.261001587000000,55,7,U,Asia/Saigon,airport,OurAirports
3277,Aek Godang Airport,Padang Sidempuan,Indonesia,,WIME,1.400100000000000,99.430496000000000,922,7,N,Asia/Jakarta,airport,OurAirports
3887,Andi Jemma Airport,Masamba,Indonesia,,WAWM,-2.558039903640747,120.323997497558600,164,8,N,Asia/Makassar,airport,OurAirports
3888,Soroako Airport,Soroako,Indonesia,,WAWS,-2.531199932098389,121.358001708984380,1388,8,N,Asia/Makassar,airport,OurAirports
3892,Cibeureum Airport,Tasikmalaya,Indonesia,,WICM,-7.346600055690001,108.246002197000000,1148,7,N,Asia/Jakarta,airport,OurAirports
3893,Iswahyudi Airport,Madiun,Indonesia,,WARI,-7.615769863128662,111.433998107910160,361,7,N,Asia/Jakarta,airport,OurAirports
3895,Budiarto Airport,Tangerang,Indonesia,,WICB,-6.293169975280001,106.569999695000000,151,7,N,Asia/Jakarta,airport,OurAirports
3909,Batu Licin Airport,Batu Licin,Indonesia,,WAOC,-3.412410020830000,115.995002747000000,3,8,N,Asia/Makassar,airport,OurAirports
3922,Tanjung Santan Airport,Tanjung Santan,Indonesia,,WALT,-0.092973001301300,117.453002930000000,121,8,N,Asia/Makassar,airport,OurAirports
3957,S. Darius and S. Girėnas Airport,Kaunas,Lithuania,,EYKS,54.879798889200000,23.881500244099996,246,2,E,Europe/Vilnius,airport,OurAirports
3962,Erebuni Airport,Yerevan,Armenia,,UDYE,40.122100830099996,44.465000152600005,2948,4,E,Asia/Yerevan,airport,OurAirports
3963,Stepanavan Airport,Stepanavan,Armenia,,UDLS,41.048500061000000,44.337200164799995,4836,4,E,Asia/Yerevan,airport,OurAirports
3985,Al Badie Airport,Al Badie,Yemen,,OYBA,18.719299316406250,50.836898803710940,908,3,U,Asia/Aden,airport,OurAirports
4080,Samsø Airport,Samsoe,Denmark,,EKSS,55.889499664306640,10.613699913024902,1,1,E,Europe/Copenhagen,airport,OurAirports
4107,Coal Harbour Seaplane Base,Vancouver,Canada,,CAQ3,50.599998474100000,-127.583000183000000,0,-8,A,America/Vancouver,airport,OurAirports
4137,Al Asad Air Base,Al Asad,Iraq,,ORAA,33.785598754900000,42.441200256300000,618,3,U,Asia/Baghdad,airport,OurAirports
4138,Al Taqaddum Air Base,Al Taqaddum,Iraq,,ORAT,33.338100433350000,43.597099304199000,275,3,U,Asia/Baghdad,airport,OurAirports
4139,Joint Base Balad,Al Bakr,Iraq,,ORBD,33.940200805699995,44.361598968500005,161,3,U,Asia/Baghdad,airport,OurAirports
4213,Iguatu Airport,Iguatu,Brazil,,SNIG,-6.346640110015869,-39.293800354003906,699,-3,S,America/Fortaleza,airport,OurAirports
4303,Enghien Moisselles Airport,Enghien-moisselles,France,,LFFE,49.046398162841800,2.353060007095337,335,1,E,Europe/Paris,airport,OurAirports
4321,Bakki Airport,Bakki,Iceland,,BIBA,63.556098937988280,-20.137500762939453,45,0,N,Atlantic/Reykjavik,airport,OurAirports
4376,Novosibirsk North Airport,Novosibirsk,Russia,,UNCC,55.091701507568360,82.906700134277340,558,7,N,Asia/Krasnoyarsk,airport,OurAirports
5578,Weston Airport,Leixlip,Ireland,,EIWT,53.352199554400000,-6.486110210420000,150,0,E,Europe/Dublin,airport,OurAirports
5624,Ambanja Airport,Ambanja,Madagascar,,FMNJ,-13.645705000000000,48.459427000000000,36,3,U,Indian/Antananarivo,airport,OurAirports
11970,Pushkin Airport,St. Petersburg,Russia,,ULLP,59.685001373300000,30.338300705000000,230,\N,\N,\N,airport,OurAirports
6011,Rajah Buayan Air Base,General Santos City,Philippines,,RPMB,6.106440067290000,125.235000610000000,28,8,N,Asia/Manila,airport,OurAirports
6425,Szczecin-Dąbie Airport,Szczecin,Poland,,EPSD,53.392101287841800,14.633799552917480,3,1,E,Europe/Warsaw,airport,OurAirports
6431,Lanzhou City Airport,Lanzhou,China,,ZLAN,36.033333000000000,103.866670000000000,5040,8,N,Asia/Shanghai,airport,OurAirports
6450,Tannheim Airport,Tannheim,Germany,,EDMT,48.009998321500000,10.098610878000000,1903,1,E,Europe/Berlin,airport,OurAirports
6455,Berkley Structures Heliport,Pagerungan,Indonesia,,WA19,47.682043000000000,-122.148456000000000,50,-8,N,America/Los_Angeles,airport,OurAirports
6458,Anduki Airport,Seria,Brunei,,WBAK,4.637000083920001,114.382003784000000,7,8,N,Asia/Brunei,airport,OurAirports
6478,La Côte Airport,Prangins,Switzerland,,LSGP,46.406398773193360,6.258059978485107,1352,1,E,Europe/Zurich,airport,OurAirports
6487,Andernos Les Bains Airport,Andernos-Les-Bains,France,,LFCD,44.756099700927734,-1.063330054283142,66,1,E,Europe/Paris,airport,OurAirports
6489,Bienenfarm Airport,Nauen,Germany,,EDOI,52.661666870117190,12.745833396911621,131,1,E,Europe/Berlin,airport,OurAirports
6497,Yverdon-les-Bains Airport,Yverdon-Les-Bains,Switzerland,,LSGY,46.761901855500000,6.613329887390000,1421,1,E,Europe/Zurich,airport,OurAirports
6499,Bielsko Biala Airport,Bielsko-Biala,Poland,,EPBA,49.805000305175780,19.001899719238280,1319,1,E,Europe/Warsaw,airport,OurAirports
6511,Tekapo Aerodrome,Lake Tekapo,New Zealand,,NZTL,-44.005298614500000,170.444000244000000,2496,12,Z,Pacific/Auckland,airport,OurAirports
6519,Niederoeblarn Airport,Niederoeblarn,Austria,,LOGO,47.478298000000000,14.008300000000000,2142,1,E,Europe/Vienna,airport,OurAirports
6520,Vöslau Airport,Bad Voeslau,Austria,,LOAV,47.965000152587890,16.260000228881836,765,1,E,Europe/Vienna,airport,OurAirports
6522,Uetersen/Heist Airport,Uetersen,Germany,,EDHE,53.646389007568360,9.704167366027832,23,1,E,Europe/Berlin,airport,OurAirports
6483,Isle of Wight / Sandown Airport,Isle Of Wight,United Kingdom of Great Britain and Northern Ireland,,EGHN,50.653099000000000,-1.182219980000000,55,0,E,Europe/London,airport,OurAirports
6751,Tocache Airport,Tocache,Peru,,SPCH,-8.182999610900000,-76.516998291000000,1500,-5,U,America/Lima,airport,OurAirports
6798,Weser-Wümme Airport,Hellwege,Germany,,EDWM,53.053890228271484,9.208610534667969,59,1,E,Europe/Berlin,airport,OurAirports
6799,Krems Airport,Krems,Austria,,LOAG,48.446389000000000,15.634167000000000,1017,1,E,Europe/Vienna,airport,OurAirports
6816,Raron Airport,Raron,Switzerland,,LSTA,46.303600311279300,7.823329925537109,2029,1,E,Europe/Zurich,airport,OurAirports
6819,Borovaya Airfield,Minsk,Belarus,,UMMB,53.960461100000000,27.650596100000000,0,3,E,Europe/Minsk,airport,OurAirports
6823,Amlikon Glider Airport,Amlikon,Switzerland,,LSPA,47.574199676513670,9.047499656677246,1371,1,E,Europe/Zurich,airport,OurAirports
6824,Lommis Airfield,Lommis,Switzerland,,LSZT,47.524398803700000,9.003060340880000,1539,1,E,Europe/Zurich,airport,OurAirports
6830,Flugplatz Finsterwalde/Heinrichsruh,Finsterwalde,Germany,,EDAS,51.634445000000000,13.675556000000000,384,1,E,Europe/Berlin,airport,OurAirports
6840,Dinslaken/Schwarze Heide Airport,Dinslaken,Germany,,EDLD,51.616112000000000,6.865278000000000,217,1,E,Europe/Berlin,airport,OurAirports
6841,Höxter-Holzminden Airport,Hoexter Holzminden,Germany,,EDVI,51.806667327880860,9.378333091735840,1263,1,E,Europe/Berlin,airport,OurAirports
6843,Niijima Airport,Niijima,Japan,,RJAN,34.369400024400000,139.268997192000000,92,9,N,Asia/Tokyo,airport,OurAirports
6855,Kalundborg Airport,Kalundborg,Denmark,,EKKL,55.700298309326170,11.250000000000000,1,1,E,Europe/Copenhagen,airport,OurAirports
6860,Bungle Bungle Airport,Bungle Bungle,Australia,,YBUU,-17.545299530029297,128.307006835937500,0,8,U,Australia/Perth,airport,OurAirports
6866,Spray View Airport,Spray View,Zimbabwe,,FVSV,-17.916999816894530,25.816999435424805,3210,2,U,Africa/Harare,airport,OurAirports
6894,Zell Am See Airport,Zell am See,Austria,,LOWZ,47.292222000000000,12.787500000000000,2470,1,E,Europe/Vienna,airport,OurAirports
6896,RAAF Base Amberley,Amberley,Australia,,YAMB,-27.640600000000000,152.712006000000000,91,10,O,Australia/Brisbane,airport,OurAirports
6898,"RAAF Williams, Laverton Base",Laverton,Australia,,YLVT,-37.863601684570310,144.746002197265620,18,10,O,Australia/Hobart,airport,OurAirports
6910,Harle Airport,Harlesiel,Germany,,EDXP,53.706668853759766,7.820278167724609,7,1,E,Europe/Berlin,airport,OurAirports
6914,RAAF Base Pearce,Perth,Australia,,YPEA,-31.667800903320312,116.014999389648440,149,8,O,Australia/Perth,airport,OurAirports
6915,Bendigo Airport,Bendigo,Australia,,YBDG,-36.739398956300000,144.330001831000000,705,10,U,Australia/Hobart,airport,OurAirports
6922,Kirensk Airport,Kirensk,Russia,,UIKK,57.773000000000000,108.064000000000000,840,8,N,Asia/Irkutsk,airport,OurAirports
6927,Triengen Airport,Triengen,Switzerland,,LSPN,47.226699829101560,8.078060150146484,1594,1,E,Europe/Zurich,airport,OurAirports
6929,Speck-Fehraltorf Airport,Fehraltorf,Switzerland,,LSZK,47.376399993896484,8.757499694824219,1748,1,E,Europe/Zurich,airport,OurAirports
6973,Volkel Air Base,Volkel,Netherlands,,EHVK,51.657222000000000,5.707777800000000,72,1,E,Europe/Amsterdam,airport,OurAirports
6984,Biel-Kappelen Airport,Biel,Switzerland,,LSZP,47.089199066162110,7.289999961853027,1437,1,E,Europe/Zurich,airport,OurAirports
