"adhesion_id","created_at","adherent_id","jardin_id","date_adhesion","montant","saison_id"
58,2024-01-31 07:11:06.707 +0100,1405,2,2022-01-01,30,2
59,2024-01-31 07:11:06.707 +0100,196,2,2022-01-01,30,2
60,2024-01-31 07:11:06.707 +0100,747,2,2022-01-01,30,2
61,2024-01-31 07:11:06.707 +0100,502,2,2022-01-01,30,2
62,2024-01-31 07:11:06.707 +0100,1387,2,2022-01-01,30,2
63,2024-01-31 07:11:06.707 +0100,2262,2,2022-01-01,30,2
64,2024-01-31 07:11:06.707 +0100,1649,2,2022-01-01,30,2
65,2024-01-31 07:11:06.707 +0100,1700,2,2022-01-01,30,2
66,2024-01-31 07:11:06.707 +0100,934,2,2022-01-01,30,2
67,2024-01-31 07:11:06.707 +0100,821,2,2022-01-01,30,2
68,2024-01-31 07:11:06.707 +0100,1549,2,2022-01-01,30,2
69,2024-01-31 07:11:06.707 +0100,2260,2,2022-01-01,30,2
70,2024-01-31 07:11:06.707 +0100,1555,2,2022-01-01,30,2
71,2024-01-31 07:11:06.707 +0100,1119,2,2022-01-01,30,2
72,2024-01-31 07:11:06.707 +0100,1128,2,2022-01-01,30,2
73,2024-01-31 07:11:06.707 +0100,1590,2,2022-01-01,30,2
74,2024-01-31 07:11:06.707 +0100,1507,2,2022-01-01,30,2
75,2024-01-31 07:11:06.707 +0100,2120,2,2022-01-01,30,2
76,2024-01-31 07:11:06.707 +0100,2118,2,2022-01-01,30,2
77,2024-01-31 07:11:06.707 +0100,1710,2,2022-01-01,30,2
78,2024-01-31 07:11:06.707 +0100,1162,2,2022-01-01,30,2
79,2024-01-31 07:11:06.707 +0100,1352,2,2022-01-01,30,2
80,2024-01-31 07:11:06.707 +0100,986,2,2022-01-01,30,2
81,2024-01-31 07:11:06.707 +0100,1562,2,2022-01-01,30,2
82,2024-01-31 07:11:06.707 +0100,1141,2,2022-01-01,30,2
83,2024-01-31 07:11:06.707 +0100,525,2,2022-01-01,30,2
84,2024-01-31 07:11:06.707 +0100,618,2,2022-01-01,30,2
85,2024-01-31 07:11:06.707 +0100,626,2,2022-01-01,30,2
86,2024-01-31 07:11:06.707 +0100,1007,2,2022-01-01,30,2
87,2024-01-31 07:11:06.707 +0100,1428,2,2022-01-01,30,2
88,2024-01-31 07:11:06.707 +0100,332,2,2022-01-01,30,2
89,2024-01-31 07:11:06.707 +0100,1220,2,2022-01-01,30,2
90,2024-01-31 07:11:06.707 +0100,2123,2,2022-01-01,30,2
91,2024-01-31 07:11:06.707 +0100,1432,2,2022-01-01,30,2
92,2024-01-31 07:11:06.707 +0100,1500,2,2022-01-01,30,2
93,2024-01-31 07:11:06.707 +0100,995,2,2022-01-01,30,2
94,2024-01-31 07:11:06.707 +0100,1047,2,2022-01-01,30,2
95,2024-01-31 07:11:06.707 +0100,1454,2,2022-01-01,30,2
96,2024-01-31 07:11:06.707 +0100,265,2,2022-01-01,30,2
97,2024-01-31 07:11:06.707 +0100,1262,2,2022-01-01,30,2
98,2024-01-31 07:11:06.707 +0100,867,2,2022-01-01,30,2
99,2024-01-31 07:11:06.707 +0100,1421,2,2022-01-01,30,2
100,2024-01-31 07:11:06.707 +0100,659,2,2022-01-01,30,2
101,2024-01-31 07:11:06.707 +0100,731,2,2022-01-01,30,2
102,2024-01-31 07:11:06.707 +0100,1739,2,2022-01-01,30,2
103,2024-01-31 07:11:06.707 +0100,955,2,2022-01-01,30,2
104,2024-01-31 07:11:06.707 +0100,418,2,2022-01-01,30,2
105,2024-01-31 07:11:06.707 +0100,271,2,2022-01-01,30,2
106,2024-01-31 07:11:06.707 +0100,1325,2,2022-01-01,30,2
107,2024-01-31 07:11:06.707 +0100,274,2,2022-01-01,30,2
108,2024-01-31 07:11:06.707 +0100,826,2,2022-01-01,30,2
109,2024-01-31 07:11:06.707 +0100,1329,2,2022-01-01,30,2
110,2024-01-31 07:11:06.707 +0100,734,2,2022-01-01,30,2
111,2024-01-31 07:11:06.707 +0100,455,2,2022-01-01,30,2
112,2024-01-31 07:11:06.707 +0100,1488,2,2022-01-01,30,2
113,2024-01-31 07:11:06.707 +0100,1108,2,2022-01-01,30,2
114,2024-01-31 07:11:06.707 +0100,1289,2,2022-01-01,30,2
115,2024-01-31 07:11:06.707 +0100,1062,2,2022-01-01,30,2
116,2024-01-31 07:11:06.707 +0100,835,2,2022-01-01,30,2
117,2024-01-31 07:11:06.707 +0100,129,2,2022-01-01,30,2
118,2024-01-31 07:11:06.707 +0100,644,2,2022-01-01,30,2
119,2024-01-31 07:11:06.707 +0100,1656,2,2022-01-01,30,2
120,2024-01-31 07:11:06.707 +0100,1032,2,2022-01-01,30,2
121,2024-01-31 07:11:06.707 +0100,2259,2,2022-01-01,30,2
122,2024-01-31 07:11:06.707 +0100,1714,2,2022-01-01,30,2
123,2024-01-31 07:11:06.707 +0100,1071,2,2022-01-01,30,2
124,2024-01-31 07:11:06.707 +0100,1251,2,2022-01-01,30,2
125,2024-01-31 07:11:06.707 +0100,534,2,2022-01-01,30,2
126,2024-01-31 07:11:06.707 +0100,640,2,2022-01-01,30,2
127,2024-01-31 07:11:06.707 +0100,1634,2,2022-01-01,30,2
128,2024-01-31 07:11:06.707 +0100,535,2,2022-01-01,30,2
129,2024-01-31 07:11:06.707 +0100,1401,2,2022-01-01,30,2
130,2024-01-31 07:11:06.707 +0100,703,2,2022-01-01,30,2
131,2024-01-31 07:11:06.707 +0100,1631,2,2022-01-01,30,2
132,2024-01-31 07:11:06.707 +0100,1247,2,2022-01-01,30,2
133,2024-01-31 07:11:06.707 +0100,338,2,2022-01-01,30,2
134,2024-01-31 07:11:06.707 +0100,1457,2,2022-01-01,30,2
135,2024-01-31 07:11:06.707 +0100,1561,2,2022-01-01,30,2
136,2024-01-31 07:11:06.707 +0100,177,2,2022-01-01,30,2
137,2024-01-31 07:11:06.707 +0100,614,2,2022-01-01,30,2
138,2024-01-31 07:11:06.707 +0100,1175,2,2022-01-01,30,2
139,2024-01-31 07:11:06.707 +0100,1036,2,2022-01-01,30,2
140,2024-01-31 07:11:06.707 +0100,540,2,2022-01-01,30,2
141,2024-01-31 07:11:06.707 +0100,1571,2,2022-01-01,30,2
142,2024-01-31 07:11:06.707 +0100,1483,2,2022-01-01,30,2
143,2024-01-31 07:11:06.707 +0100,342,2,2022-01-01,30,2
144,2024-01-31 07:11:06.707 +0100,1224,2,2022-01-01,30,2
145,2024-01-31 07:11:06.707 +0100,1485,2,2022-01-01,30,2
146,2024-01-31 07:11:06.707 +0100,437,2,2022-01-01,30,2
147,2024-01-31 07:11:06.707 +0100,1063,2,2022-01-01,30,2
148,2024-01-31 07:11:06.707 +0100,2256,2,2022-01-01,30,2
149,2024-01-31 07:11:06.707 +0100,1130,2,2022-01-01,30,2
150,2024-01-31 07:11:06.707 +0100,167,2,2022-01-01,30,2
151,2024-01-31 07:11:06.707 +0100,1074,2,2022-01-01,30,2
152,2024-01-31 07:11:06.707 +0100,278,2,2022-01-01,30,2
153,2024-01-31 07:11:06.707 +0100,1744,2,2022-01-01,30,2
154,2024-01-31 07:11:06.707 +0100,616,2,2022-01-01,30,2
155,2024-01-31 07:11:06.707 +0100,1256,2,2022-01-01,30,2
156,2024-01-31 07:11:06.707 +0100,344,2,2022-01-01,30,2
157,2024-01-31 07:11:06.707 +0100,738,2,2022-01-01,30,2
158,2024-01-31 07:11:06.707 +0100,1449,2,2022-01-01,30,2
159,2024-01-31 07:11:06.707 +0100,1437,2,2022-01-01,30,2
160,2024-01-31 07:11:06.707 +0100,1747,2,2022-01-01,30,2
161,2024-01-31 07:11:06.707 +0100,548,2,2022-01-01,30,2
162,2024-01-31 07:11:06.707 +0100,1112,2,2022-01-01,30,2
163,2024-01-31 07:11:06.707 +0100,994,2,2022-01-01,30,2
164,2024-01-31 07:11:06.707 +0100,945,2,2022-01-01,30,2
165,2024-01-31 07:11:06.707 +0100,1646,2,2022-01-01,30,2
166,2024-01-31 07:11:06.707 +0100,560,2,2022-01-01,30,2
167,2024-01-31 07:11:06.707 +0100,1521,2,2022-01-01,30,2
168,2024-01-31 07:11:06.707 +0100,562,2,2022-01-01,30,2
169,2024-01-31 07:11:06.707 +0100,792,2,2022-01-01,30,2
170,2024-01-31 07:11:06.707 +0100,1277,2,2022-01-01,30,2
171,2024-01-31 07:11:06.707 +0100,1308,2,2022-01-01,30,2
172,2024-01-31 07:11:06.707 +0100,1015,2,2022-01-01,30,2
173,2024-01-31 07:11:06.707 +0100,1409,2,2022-01-01,30,2
174,2024-01-31 07:11:06.707 +0100,1613,2,2022-01-01,30,2
175,2024-01-31 07:11:06.707 +0100,422,2,2022-01-01,30,2
176,2024-01-31 07:11:06.707 +0100,870,2,2022-01-01,30,2
177,2024-01-31 07:11:06.707 +0100,1624,2,2022-01-01,30,2
178,2024-01-31 07:11:06.707 +0100,174,2,2022-01-01,30,2
179,2024-01-31 07:11:06.707 +0100,1136,2,2022-01-01,30,2
180,2024-01-31 07:11:06.707 +0100,921,2,2022-01-01,30,2
181,2024-01-31 07:11:06.707 +0100,1514,2,2022-01-01,30,2
182,2024-01-31 07:11:06.707 +0100,1450,2,2022-01-01,30,2
183,2024-01-31 07:11:06.707 +0100,710,2,2022-01-01,30,2
184,2024-01-31 07:11:06.707 +0100,351,2,2022-01-01,30,2
185,2024-01-31 07:11:06.707 +0100,958,2,2022-01-01,30,2
186,2024-01-31 07:11:06.707 +0100,1214,2,2022-01-01,30,2
187,2024-01-31 07:11:06.707 +0100,192,2,2022-01-01,30,2
188,2024-01-31 07:11:06.707 +0100,1278,2,2022-01-01,30,2
189,2024-01-31 07:11:06.707 +0100,1294,2,2022-01-01,30,2
190,2024-01-31 07:11:06.707 +0100,1544,2,2022-01-01,30,2
191,2024-01-31 07:11:06.707 +0100,1075,2,2022-01-01,30,2
192,2024-01-31 07:11:06.707 +0100,1425,2,2022-01-01,30,2
193,2024-01-31 07:11:06.707 +0100,356,2,2022-01-01,30,2
194,2024-01-31 07:11:06.707 +0100,1673,2,2022-01-01,30,2
195,2024-01-31 07:11:06.707 +0100,1060,2,2022-01-01,30,2
196,2024-01-31 07:11:06.707 +0100,1587,2,2022-01-01,30,2
197,2024-01-31 07:11:06.707 +0100,715,2,2022-01-01,30,2
198,2024-01-31 07:11:06.707 +0100,635,2,2022-01-01,30,2
199,2024-01-31 07:11:06.707 +0100,1380,2,2022-01-01,30,2
200,2024-01-31 07:11:06.707 +0100,54,2,2022-01-01,30,2
201,2024-01-31 07:11:06.707 +0100,1167,2,2022-01-01,30,2
202,2024-01-31 07:11:06.707 +0100,1053,2,2022-01-01,30,2
203,2024-01-31 07:11:06.707 +0100,1026,2,2022-01-01,30,2
204,2024-01-31 07:11:06.707 +0100,1456,2,2022-01-01,30,2
205,2024-01-31 07:11:06.707 +0100,425,2,2022-01-01,30,2
206,2024-01-31 07:11:06.707 +0100,1360,2,2022-01-01,30,2
207,2024-01-31 07:11:06.707 +0100,603,2,2022-01-01,30,2
208,2024-01-31 07:11:06.707 +0100,1584,2,2022-01-01,30,2
209,2024-01-31 07:11:06.707 +0100,1117,2,2022-01-01,30,2
210,2024-01-31 07:11:06.707 +0100,1676,2,2022-01-01,30,2
211,2024-01-31 07:11:06.707 +0100,913,2,2022-01-01,30,2
212,2024-01-31 07:11:06.707 +0100,1766,2,2022-01-01,30,2
213,2024-01-31 07:11:06.707 +0100,1479,2,2022-01-01,30,2
214,2024-01-31 07:11:06.707 +0100,844,2,2022-01-01,30,2
215,2024-01-31 07:11:06.707 +0100,1021,2,2022-01-01,30,2
216,2024-01-31 07:11:06.707 +0100,184,2,2022-01-01,30,2
217,2024-01-31 07:11:06.707 +0100,578,2,2022-01-01,30,2
218,2024-01-31 07:11:06.707 +0100,440,2,2022-01-01,30,2
219,2024-01-31 07:11:06.707 +0100,1551,2,2022-01-01,30,2
220,2024-01-31 07:11:06.707 +0100,357,2,2022-01-01,30,2
221,2024-01-31 07:11:06.707 +0100,1758,2,2022-01-01,30,2
222,2024-01-31 07:11:06.707 +0100,1715,2,2022-01-01,30,2
223,2024-01-31 07:11:06.707 +0100,1110,2,2022-01-01,30,2
224,2024-01-31 07:11:06.707 +0100,1312,2,2022-01-01,30,2
225,2024-01-31 07:11:06.707 +0100,884,2,2022-01-01,30,2
226,2024-01-31 07:11:06.707 +0100,1142,2,2022-01-01,30,2
227,2024-01-31 07:11:06.707 +0100,1582,2,2022-01-01,30,2
228,2024-01-31 07:11:06.707 +0100,1680,2,2022-01-01,30,2
229,2024-01-31 07:11:06.707 +0100,1535,2,2022-01-01,30,2
230,2024-01-31 07:11:06.707 +0100,360,2,2022-01-01,30,2
231,2024-01-31 07:11:06.707 +0100,443,2,2022-01-01,30,2
232,2024-01-31 07:11:06.707 +0100,465,2,2022-01-01,30,2
233,2024-01-31 07:11:06.707 +0100,1622,2,2022-01-01,30,2
234,2024-01-31 07:11:06.707 +0100,997,2,2022-01-01,30,2
235,2024-01-31 07:11:06.707 +0100,467,2,2022-01-01,30,2
236,2024-01-31 07:11:06.707 +0100,612,2,2022-01-01,30,2
237,2024-01-31 07:11:06.707 +0100,1726,2,2022-01-01,30,2
238,2024-01-31 07:11:06.707 +0100,1178,2,2022-01-01,30,2
239,2024-01-31 07:11:06.707 +0100,363,2,2022-01-01,30,2
240,2024-01-31 07:11:06.707 +0100,285,2,2022-01-01,30,2
241,2024-01-31 07:11:06.707 +0100,1242,2,2022-01-01,30,2
242,2024-01-31 07:11:06.707 +0100,366,2,2022-01-01,30,2
243,2024-01-31 07:11:06.707 +0100,1156,2,2022-01-01,30,2
244,2024-01-31 07:11:06.707 +0100,1759,2,2022-01-01,30,2
245,2024-01-31 07:11:06.707 +0100,217,2,2022-01-01,30,2
246,2024-01-31 07:11:06.707 +0100,1394,2,2022-01-01,30,2
247,2024-01-31 07:11:06.707 +0100,889,2,2022-01-01,30,2
248,2024-01-31 07:11:06.707 +0100,1637,2,2022-01-01,30,2
249,2024-01-31 07:11:06.707 +0100,581,2,2022-01-01,30,2
250,2024-01-31 07:11:06.707 +0100,831,2,2022-01-01,30,2
251,2024-01-31 07:11:06.707 +0100,125,2,2022-01-01,30,2
252,2024-01-31 07:11:06.707 +0100,717,2,2022-01-01,30,2
253,2024-01-31 07:11:06.707 +0100,593,2,2022-01-01,30,2
254,2024-01-31 07:11:06.707 +0100,469,2,2022-01-01,30,2
255,2024-01-31 07:11:06.707 +0100,1599,2,2022-01-01,30,2
256,2024-01-31 07:11:06.707 +0100,637,2,2022-01-01,30,2
257,2024-01-31 07:11:06.707 +0100,374,2,2022-01-01,30,2
258,2024-01-31 07:11:06.707 +0100,609,2,2022-01-01,30,2
259,2024-01-31 07:11:06.707 +0100,1468,2,2022-01-01,30,2
260,2024-01-31 07:11:06.707 +0100,1674,2,2022-01-01,30,2
261,2024-01-31 07:11:06.707 +0100,1751,2,2022-01-01,30,2
262,2024-01-31 07:11:06.707 +0100,380,2,2022-01-01,30,2
263,2024-01-31 07:11:06.707 +0100,1209,2,2022-01-01,30,2
264,2024-01-31 07:11:06.707 +0100,428,2,2022-01-01,30,2
265,2024-01-31 07:11:06.707 +0100,230,2,2022-01-01,30,2
266,2024-01-31 07:11:06.707 +0100,584,2,2022-01-01,30,2
267,2024-01-31 07:11:06.707 +0100,1470,2,2022-01-01,30,2
268,2024-01-31 07:11:06.707 +0100,1564,2,2022-01-01,30,2
269,2024-01-31 07:11:06.707 +0100,505,2,2022-01-01,30,2
270,2024-01-31 07:11:06.707 +0100,382,2,2022-01-01,30,2
271,2024-01-31 07:11:06.707 +0100,741,2,2022-01-01,30,2
272,2024-01-31 07:11:06.707 +0100,435,2,2022-01-01,30,2
273,2024-01-31 07:11:06.707 +0100,989,2,2022-01-01,30,2
274,2024-01-31 07:11:06.707 +0100,745,2,2022-01-01,30,2
275,2024-01-31 07:11:06.707 +0100,1193,2,2022-01-01,30,2
276,2024-01-31 07:11:06.707 +0100,1775,2,2022-01-01,30,2
277,2024-01-31 07:11:06.707 +0100,992,2,2022-01-01,30,2
278,2024-01-31 07:11:06.707 +0100,1023,2,2022-01-01,30,2
279,2024-01-31 07:11:06.707 +0100,287,2,2022-01-01,30,2
280,2024-01-31 07:11:06.707 +0100,1318,2,2022-01-01,30,2
281,2024-01-31 07:11:06.707 +0100,387,2,2022-01-01,30,2
282,2024-01-31 07:11:06.707 +0100,1056,2,2022-01-01,30,2
283,2024-01-31 07:11:06.707 +0100,1736,2,2022-01-01,30,2
284,2024-01-31 07:11:06.707 +0100,508,2,2022-01-01,30,2
285,2024-01-31 07:11:06.707 +0100,606,2,2022-01-01,30,2
286,2024-01-31 07:11:06.707 +0100,586,2,2022-01-01,30,2
287,2024-01-31 07:11:06.707 +0100,658,2,2022-01-01,30,2
288,2024-01-31 07:11:06.707 +0100,751,2,2022-01-01,30,2
289,2024-01-31 07:11:06.707 +0100,63,2,2022-01-01,30,2
290,2024-01-31 07:11:06.707 +0100,61,2,2022-01-01,30,2
291,2024-01-31 07:11:06.707 +0100,1189,2,2022-01-01,30,2
292,2024-01-31 07:11:06.707 +0100,432,2,2022-01-01,30,2
293,2024-01-31 07:11:06.707 +0100,291,2,2022-01-01,30,2
294,2024-01-31 07:11:06.707 +0100,1453,2,2022-01-01,30,2
295,2024-01-31 07:11:06.707 +0100,1139,2,2022-01-01,30,2
296,2024-01-31 07:11:06.707 +0100,1184,2,2022-01-01,30,2
297,2024-01-31 07:11:06.707 +0100,1363,2,2022-01-01,30,2
298,2024-01-31 07:11:06.707 +0100,119,2,2022-01-01,30,2
299,2024-01-31 07:11:06.707 +0100,70,2,2022-01-01,30,2
300,2024-01-31 07:11:06.707 +0100,1528,2,2022-01-01,30,2
301,2024-01-31 07:11:06.707 +0100,590,2,2022-01-01,30,2
302,2024-01-31 07:11:06.707 +0100,758,2,2022-01-01,30,2
303,2024-01-31 07:11:06.707 +0100,1595,2,2022-01-01,30,2
304,2024-01-31 07:11:06.707 +0100,1396,2,2022-01-01,30,2
305,2024-01-31 07:11:06.707 +0100,727,2,2022-01-01,30,2
306,2024-01-31 07:11:06.707 +0100,1114,2,2022-01-01,30,2
307,2024-01-31 07:11:06.707 +0100,1093,2,2022-01-01,30,2
308,2024-01-31 07:11:06.707 +0100,897,2,2022-01-01,30,2
309,2024-01-31 07:11:06.707 +0100,24,2,2022-01-01,30,2
310,2024-01-31 07:11:06.707 +0100,1089,2,2022-01-01,30,2
311,2024-01-31 07:11:06.707 +0100,1244,2,2022-01-01,30,2
312,2024-01-31 07:11:06.707 +0100,1228,2,2022-01-01,30,2
313,2024-01-31 07:11:06.707 +0100,155,2,2022-01-01,30,2
314,2024-01-31 07:11:06.707 +0100,1239,2,2022-01-01,30,2
315,2024-01-31 07:11:06.707 +0100,797,2,2022-01-01,30,2
316,2024-01-31 07:11:06.707 +0100,862,2,2022-01-01,30,2
317,2024-01-31 07:11:06.707 +0100,478,2,2022-01-01,30,2
318,2024-01-31 07:11:06.707 +0100,74,2,2022-01-01,30,2
319,2024-01-31 07:11:06.707 +0100,785,2,2022-01-01,30,2
320,2024-01-31 07:11:06.707 +0100,851,2,2022-01-01,30,2
321,2024-01-31 07:11:06.707 +0100,1332,2,2022-01-01,30,2
322,2024-01-31 07:11:06.707 +0100,399,2,2022-01-01,30,2
323,2024-01-31 07:11:06.707 +0100,806,2,2022-01-01,30,2
324,2024-01-31 07:11:06.707 +0100,5,2,2022-01-01,30,2
325,2024-01-31 07:11:06.707 +0100,159,2,2022-01-01,30,2
326,2024-01-31 07:11:06.707 +0100,1195,2,2022-01-01,30,2
327,2024-01-31 07:11:06.707 +0100,405,2,2022-01-01,30,2
328,2024-01-31 07:11:06.707 +0100,401,2,2022-01-01,30,2
329,2024-01-31 07:11:06.707 +0100,871,2,2022-01-01,30,2
330,2024-01-31 07:11:06.707 +0100,1199,2,2022-01-01,30,2
331,2024-01-31 07:11:06.707 +0100,948,2,2022-01-01,30,2
332,2024-01-31 07:11:06.707 +0100,10,2,2022-01-01,30,2
333,2024-01-31 07:11:06.707 +0100,1665,2,2022-01-01,30,2
334,2024-01-31 07:11:06.707 +0100,482,2,2022-01-01,30,2
335,2024-01-31 07:11:06.707 +0100,1029,2,2022-01-01,30,2
336,2024-01-31 07:11:06.707 +0100,411,2,2022-01-01,30,2
337,2024-01-31 07:11:06.707 +0100,83,2,2022-01-01,30,2
338,2024-01-31 07:11:06.707 +0100,860,2,2022-01-01,30,2
339,2024-01-31 07:11:06.707 +0100,241,2,2022-01-01,30,2
340,2024-01-31 07:11:06.707 +0100,297,2,2022-01-01,30,2
341,2024-01-31 07:11:06.707 +0100,769,2,2022-01-01,30,2
342,2024-01-31 07:11:06.707 +0100,1025,2,2022-01-01,30,2
343,2024-01-31 07:11:06.707 +0100,812,2,2022-01-01,30,2
344,2024-01-31 07:11:06.707 +0100,1546,2,2022-01-01,30,2
345,2024-01-31 07:11:06.707 +0100,1040,2,2022-01-01,30,2
346,2024-01-31 07:11:06.707 +0100,1152,2,2022-01-01,30,2
347,2024-01-31 07:11:06.707 +0100,16,2,2022-01-01,30,2
348,2024-01-31 07:11:06.707 +0100,91,2,2022-01-01,30,2
349,2024-01-31 07:11:06.707 +0100,1039,2,2022-01-01,30,2
350,2024-01-31 07:11:06.707 +0100,770,2,2022-01-01,30,2
351,2024-01-31 07:11:06.707 +0100,1611,2,2022-01-01,30,2
352,2024-01-31 07:11:06.707 +0100,1321,2,2022-01-01,30,2
353,2024-01-31 07:11:06.707 +0100,1609,2,2022-01-01,30,2
354,2024-01-31 07:11:06.707 +0100,18,2,2022-01-01,30,2
355,2024-01-31 07:11:06.707 +0100,1154,2,2022-01-01,30,2
356,2024-01-31 07:11:06.707 +0100,94,2,2022-01-01,30,2
357,2024-01-31 07:11:06.707 +0100,775,2,2022-01-01,30,2
358,2024-01-31 07:11:06.707 +0100,592,2,2022-01-01,30,2
359,2024-01-31 07:11:06.707 +0100,492,2,2022-01-01,30,2
360,2024-01-31 07:11:06.707 +0100,1055,2,2022-01-01,30,2
361,2024-01-31 07:11:06.707 +0100,1353,2,2022-01-01,30,2
362,2024-01-31 07:11:06.707 +0100,408,2,2022-01-01,30,2
363,2024-01-31 07:11:06.707 +0100,30,2,2022-01-01,30,2
364,2024-01-31 07:11:06.707 +0100,1221,2,2022-01-01,30,2
365,2024-01-31 07:11:06.707 +0100,1236,2,2022-01-01,30,2
366,2024-01-31 07:11:06.707 +0100,872,2,2022-01-01,30,2
367,2024-01-31 07:11:06.707 +0100,1779,2,2022-01-01,30,2
368,2024-01-31 07:11:06.707 +0100,1785,2,2022-01-01,30,2
369,2024-01-31 07:11:06.707 +0100,1803,2,2022-01-01,30,2
370,2024-01-31 07:11:06.707 +0100,1788,2,2022-01-01,30,2
371,2024-01-31 07:11:06.707 +0100,110,2,2022-01-01,30,2
372,2024-01-31 07:11:06.707 +0100,515,2,2022-01-01,30,2
373,2024-01-31 07:11:06.707 +0100,649,2,2022-01-01,30,2
374,2024-01-31 07:11:06.707 +0100,100,2,2022-01-01,30,2
375,2024-01-31 07:11:06.707 +0100,856,2,2022-01-01,30,2
376,2024-01-31 07:11:06.707 +0100,554,2,2022-01-01,30,2
377,2024-01-31 07:11:06.707 +0100,2154,2,2022-01-01,30,2
378,2024-01-31 07:11:06.707 +0100,1805,2,2022-01-01,30,2
379,2024-01-31 07:11:06.707 +0100,1808,2,2022-01-01,30,2
380,2024-01-31 07:11:06.707 +0100,1810,2,2022-01-01,30,2
381,2024-01-31 07:11:06.707 +0100,571,2,2022-01-01,30,2
