id,id_jardin,id_abonnement,id_distribution,qte,livre,semaine,id_exercice
101469,2,23255,1,1,0,48,5
101470,2,23255,1,1,0,49,5
101471,2,23255,1,1,0,50,5
101472,2,23282,1,1,0,45,5
101473,2,23282,1,1,0,46,5
101474,2,23282,1,1,0,47,5
101475,2,23282,1,1,0,48,5
101476,2,23282,1,1,0,49,5
101477,2,23282,1,1,0,50,5
101478,2,23302,1,1,0,44,5
101479,2,23302,1,1,0,45,5
101480,2,23302,1,1,0,46,5
101481,2,23302,1,1,0,47,5
101482,2,23302,1,1,0,48,5
101483,2,23302,1,1,0,49,5
101484,2,23302,1,1,0,50,5
101485,2,23567,1,1,0,44,5
101486,2,23567,1,1,0,45,5
101487,2,23567,1,1,0,46,5
101488,2,23567,1,1,0,47,5
101489,2,23567,1,1,0,48,5
101490,2,23567,1,1,0,49,5
101491,2,23567,1,1,0,50,5
101492,2,23629,1,1,0,44,5
101493,2,23629,1,1,0,45,5
101494,2,23629,1,1,0,46,5
101495,2,23629,1,1,0,47,5
101496,2,23629,1,1,0,48,5
101497,2,23629,1,1,0,49,5
101498,2,23629,1,1,0,50,5
101499,2,23786,1,1,0,44,5
101500,2,23786,1,1,0,45,5
101501,2,23786,1,1,0,46,5
101502,2,23786,1,1,0,47,5
101503,2,23786,1,1,0,48,5
101504,2,23786,1,1,0,49,5
101505,2,23786,1,1,0,50,5
101506,2,24469,1,1,0,44,5
101507,2,24469,1,1,0,45,5
101508,2,24469,1,1,0,46,5
101509,2,24469,1,1,0,47,5
101510,2,24469,1,1,0,48,5
101511,2,24469,1,1,0,49,5
101512,2,24469,1,1,0,50,5
101513,2,24528,1,1,0,44,5
101514,2,24528,1,1,0,45,5
101515,2,24528,1,1,0,46,5
101516,2,24528,1,1,0,47,5
101517,2,24528,1,1,0,48,5
101518,2,24528,1,1,0,49,5
101519,2,24528,1,1,0,50,5
101520,2,24293,1,1,0,44,5
101521,2,24293,1,1,0,45,5
101522,2,24293,1,1,0,46,5
101523,2,24293,1,1,0,47,5
101524,2,24293,1,1,0,48,5
101525,2,24293,1,1,0,49,5
101526,2,24293,1,1,0,50,5
101527,2,24405,1,1,0,47,5
101528,2,24405,1,1,0,48,5
101529,2,24405,1,1,0,49,5
101530,2,24405,1,1,0,50,5
101531,2,24692,2,1,0,44,5
101532,2,24692,2,1,0,45,5
101533,2,24692,2,1,0,46,5
101534,2,24692,2,1,0,47,5
101535,2,24692,2,1,0,48,5
101536,2,24692,2,1,0,49,5
101537,2,24692,2,1,0,50,5
101538,2,24693,2,1,0,44,5
101539,2,24693,2,1,0,45,5
101540,2,24693,2,1,0,46,5
101541,2,24693,2,1,0,47,5
101542,2,24693,2,1,0,48,5
101543,2,24693,2,1,0,49,5
101544,2,24693,2,1,0,50,5
101545,2,24694,2,1,0,44,5
101546,2,24694,2,1,0,45,5
101547,2,24694,2,1,0,46,5
101548,2,24694,2,1,0,47,5
101549,2,24694,2,1,0,48,5
101550,2,24694,2,1,0,49,5
101551,2,24694,2,1,0,50,5
101552,2,24695,2,1,0,44,5
101553,2,24695,2,1,0,45,5
101554,2,24695,2,1,0,46,5
101555,2,24695,2,1,0,47,5
101556,2,24695,2,1,0,48,5
101557,2,24695,2,1,0,49,5
101558,2,24695,2,1,0,50,5
101559,2,24696,2,1,0,44,5
101560,2,24696,2,1,0,45,5
101561,2,24696,2,1,0,46,5
101562,2,24696,2,1,0,47,5
101563,2,24696,2,1,0,48,5
101564,2,24696,2,1,0,49,5
101565,2,24696,2,1,0,50,5
101566,2,24697,2,1,0,44,5
101567,2,24697,2,1,0,45,5
101568,2,24697,2,1,0,46,5
101569,2,24697,2,1,0,47,5
101570,2,24697,2,1,0,48,5
101571,2,24697,2,1,0,49,5
101572,2,24697,2,1,0,50,5
101573,2,24698,2,1,0,44,5
101574,2,24698,2,1,0,45,5
101575,2,24698,2,1,0,46,5
101576,2,24698,2,1,0,47,5
101577,2,24698,2,1,0,48,5
101578,2,24698,2,1,0,49,5
101579,2,24698,2,1,0,50,5
101580,2,24699,2,1,0,44,5
101581,2,24699,2,1,0,45,5
101582,2,24699,2,1,0,46,5
101583,2,24699,2,1,0,47,5
101584,2,24699,2,1,0,48,5
101585,2,24699,2,1,0,49,5
101586,2,24699,2,1,0,50,5
101587,2,24700,2,1,0,44,5
101588,2,24700,2,1,0,45,5
101589,2,24700,2,1,0,46,5
101590,2,24700,2,1,0,47,5
101591,2,24700,2,1,0,48,5
101592,2,24700,2,1,0,49,5
101593,2,24700,2,1,0,50,5
101594,2,24701,2,1,0,44,5
101595,2,24701,2,1,0,45,5
101596,2,24701,2,1,0,46,5
101597,2,24701,2,1,0,47,5
101598,2,24701,2,1,0,48,5
101599,2,24701,2,1,0,49,5
101600,2,24701,2,1,0,50,5
101601,2,24751,2,1,0,44,5
101602,2,24751,2,1,0,45,5
101603,2,24751,2,1,0,46,5
101604,2,24751,2,1,0,47,5
101605,2,24751,2,1,0,48,5
101606,2,24751,2,1,0,49,5
101607,2,24751,2,1,0,50,5
101608,2,24752,2,1,0,44,5
101609,2,24752,2,1,0,45,5
101610,2,24752,2,1,0,46,5
101611,2,24752,2,1,0,47,5
101612,2,24752,2,1,0,48,5
101613,2,24752,2,1,0,49,5
101614,2,24752,2,1,0,50,5
101615,2,24753,2,1,0,44,5
101616,2,24753,2,1,0,45,5
101617,2,24753,2,1,0,46,5
101618,2,24753,2,1,0,47,5
101619,2,24753,2,1,0,48,5
101620,2,24753,2,1,0,49,5
101621,2,24753,2,1,0,50,5
101622,2,24754,2,1,0,44,5
101623,2,24754,2,1,0,45,5
101624,2,24754,2,1,0,46,5
101625,2,24754,2,1,0,47,5
101626,2,24754,2,1,0,48,5
101627,2,24754,2,1,0,49,5
101628,2,24754,2,1,0,50,5
101629,2,24755,2,1,0,44,5
101630,2,24755,2,1,0,45,5
101631,2,24755,2,1,0,46,5
101632,2,24755,2,1,0,47,5
101633,2,24755,2,1,0,48,5
101634,2,24755,2,1,0,49,5
101635,2,24755,2,1,0,50,5
101636,2,23612,3,1,0,44,5
101637,2,23612,3,1,0,45,5
101638,2,23612,3,1,0,46,5
101639,2,23612,3,1,0,47,5
101640,2,23612,3,1,0,48,5
101641,2,23612,3,1,0,49,5
101642,2,23612,3,1,0,50,5
101643,2,23619,3,1,0,44,5
101644,2,23619,3,1,0,45,5
101645,2,23619,3,1,0,46,5
101646,2,23619,3,1,0,47,5
101647,2,23619,3,1,0,48,5
101648,2,23619,3,1,0,49,5
101649,2,23619,3,1,0,50,5
101650,2,23650,3,1,0,44,5
101651,2,23650,3,1,0,45,5
101652,2,23650,3,1,0,46,5
101653,2,23650,3,1,0,47,5
101654,2,23650,3,1,0,48,5
101655,2,23650,3,1,0,49,5
101656,2,23650,3,1,0,50,5
101657,2,23138,3,1,0,45,5
101658,2,23138,3,1,0,47,5
101659,2,23138,3,1,0,49,5
101660,2,23138,3,1,0,50,5
101661,2,23733,3,1,0,45,5
101662,2,23733,3,1,0,47,5
101663,2,23733,3,1,0,49,5
101664,2,23733,3,1,0,50,5
101665,2,24010,3,1,0,45,5
101666,2,24010,3,1,0,47,5
101667,2,24010,3,1,0,49,5
101668,2,24010,3,1,0,50,5
101669,2,24324,3,1,0,44,5
101670,2,24324,3,1,0,45,5
101671,2,24324,3,1,0,46,5
101672,2,24324,3,1,0,47,5
101673,2,24324,3,1,0,48,5
101674,2,24324,3,1,0,49,5
101675,2,24324,3,1,0,50,5
101676,2,24591,3,1,0,44,5
101677,2,24591,3,1,0,45,5
101678,2,24591,3,1,0,46,5
101679,2,24591,3,1,0,47,5
101680,2,24591,3,1,0,48,5
101681,2,24591,3,1,0,49,5
101682,2,24591,3,1,0,50,5
101683,2,24882,3,1,0,44,5
101684,2,24882,3,1,0,45,5
101685,2,24882,3,1,0,46,5
101686,2,24882,3,1,0,47,5
101687,2,24882,3,1,0,48,5
101688,2,24882,3,1,0,49,5
101689,2,24882,3,1,0,50,5
101690,2,23045,3,1,0,44,5
101691,2,23045,3,1,0,45,5
101692,2,23045,3,1,0,46,5
101693,2,23045,3,1,0,47,5
101694,2,23045,3,1,0,48,5
101695,2,23045,3,1,0,49,5
101696,2,23045,3,1,0,50,5
101697,2,23191,3,1,0,44,5
101698,2,23191,3,1,0,45,5
101699,2,23191,3,1,0,46,5
101700,2,23191,3,1,0,47,5
101701,2,23191,3,1,0,48,5
101702,2,23191,3,1,0,49,5
101703,2,23191,3,1,0,50,5
101704,2,23414,3,1,0,44,5
101705,2,23414,3,1,0,45,5
101706,2,23414,3,1,0,46,5
101707,2,23414,3,1,0,47,5
101708,2,23414,3,1,0,48,5
101709,2,23414,3,1,0,49,5
101710,2,23414,3,1,0,50,5
101711,2,22972,4,1,0,46,5
101712,2,22972,4,1,0,47,5
101713,2,22972,4,1,0,48,5
101714,2,22972,4,1,0,49,5
101715,2,22972,4,1,0,50,5
101716,2,23025,4,1,0,46,5
101717,2,23025,4,1,0,47,5
101718,2,23025,4,1,0,48,5
101719,2,23025,4,1,0,49,5
101720,2,23025,4,1,0,50,5
101721,2,23343,4,1,0,44,5
101722,2,23343,4,1,0,45,5
101723,2,23343,4,1,0,46,5
101724,2,23343,4,1,0,47,5
101725,2,23343,4,1,0,48,5
101726,2,23343,4,1,0,49,5
101727,2,23343,4,1,0,50,5
101728,2,23366,4,1,0,44,5
101729,2,23366,4,1,0,45,5
101730,2,23366,4,1,0,46,5
101731,2,23366,4,1,0,47,5
101732,2,23366,4,1,0,48,5
101733,2,23366,4,1,0,49,5
101734,2,23366,4,1,0,50,5
101735,2,23520,4,1,0,44,5
101736,2,23520,4,1,0,45,5
101737,2,23520,4,1,0,46,5
101738,2,23520,4,1,0,47,5
101739,2,23520,4,1,0,48,5
101740,2,23520,4,1,0,49,5
101741,2,23520,4,1,0,50,5
101742,2,23809,4,1,0,45,5
101743,2,23809,4,1,0,46,5
101744,2,23809,4,1,0,47,5
101745,2,23809,4,1,0,48,5
101746,2,23809,4,1,0,49,5
101747,2,23809,4,1,0,50,5
101748,2,24497,4,1,0,44,5
101749,2,24497,4,1,0,45,5
101750,2,24497,4,1,0,46,5
101751,2,24497,4,1,0,47,5
101752,2,24497,4,1,0,48,5
101753,2,24497,4,1,0,49,5
101754,2,24497,4,1,0,50,5
101755,2,24737,4,1,0,44,5
101756,2,24737,4,1,0,45,5
101757,2,24737,4,1,0,46,5
101758,2,24737,4,1,0,47,5
101759,2,24737,4,1,0,48,5
101760,2,24737,4,1,0,49,5
101761,2,24737,4,1,0,50,5
101762,2,24739,4,1,0,44,5
101763,2,24739,4,1,0,45,5
101764,2,24739,4,1,0,46,5
101765,2,24739,4,1,0,47,5
101766,2,24739,4,1,0,48,5
101767,2,24739,4,1,0,49,5
101768,2,24739,4,1,0,50,5
101769,2,24775,4,1,0,44,5
101770,2,24775,4,1,0,45,5
101771,2,24775,4,1,0,46,5
101772,2,24775,4,1,0,47,5
101773,2,24775,4,1,0,48,5
101774,2,24775,4,1,0,49,5
101775,2,24775,4,1,0,50,5
101776,2,22944,4,1,0,44,5
101777,2,22944,4,1,0,46,5
101778,2,22944,4,1,0,48,5
101779,2,22944,4,1,0,50,5
101780,2,23464,4,1,0,44,5
101781,2,23464,4,1,0,45,5
101782,2,23464,4,1,0,47,5
101783,2,23464,4,1,0,49,5
101784,2,23464,4,1,0,50,5
101785,2,24215,4,1,0,44,5
101786,2,24215,4,1,0,46,5
101787,2,24215,4,1,0,48,5
101788,2,24215,4,1,0,50,5
101789,2,24347,4,1,0,45,5
101790,2,24347,4,1,0,46,5
101791,2,24347,4,1,0,47,5
101792,2,24347,4,1,0,48,5
101793,2,24347,4,1,0,49,5
101794,2,24347,4,1,0,50,5
101795,2,24740,4,1,0,44,5
101796,2,24740,4,1,0,45,5
101797,2,24740,4,1,0,46,5
101798,2,24740,4,1,0,47,5
101799,2,24740,4,1,0,48,5
101800,2,24740,4,1,0,49,5
101801,2,24740,4,1,0,50,5
101802,2,22976,5,1,0,44,5
101803,2,22976,5,1,0,45,5
101804,2,22976,5,1,0,46,5
101805,2,22976,5,1,0,47,5
101806,2,22976,5,1,0,48,5
101807,2,22976,5,1,0,49,5
101808,2,22976,5,1,0,50,5
101809,2,23573,5,1,0,44,5
101810,2,23573,5,1,0,45,5
101811,2,23573,5,1,0,46,5
101812,2,23573,5,1,0,47,5
101813,2,23573,5,1,0,48,5
101814,2,23573,5,1,0,49,5
101815,2,23573,5,1,0,50,5
101816,2,23607,5,1,0,44,5
101817,2,23607,5,1,0,45,5
101818,2,23607,5,1,0,46,5
101819,2,23607,5,1,0,47,5
101820,2,23607,5,1,0,48,5
101821,2,23607,5,1,0,49,5
101822,2,23607,5,1,0,50,5
101823,2,23801,5,1,0,44,5
101824,2,23801,5,1,0,45,5
101825,2,23801,5,1,0,46,5
101826,2,23801,5,1,0,47,5
101827,2,23801,5,1,0,48,5
101828,2,23801,5,1,0,49,5
101829,2,23801,5,1,0,50,5
101830,2,24566,5,1,0,44,5
101831,2,24566,5,1,0,46,5
101832,2,24566,5,1,0,47,5
101833,2,24566,5,1,0,48,5
101834,2,24566,5,1,0,49,5
101835,2,24566,5,1,0,50,5
101836,2,23446,5,1,0,44,5
101837,2,23446,5,1,0,45,5
101838,2,23446,5,1,0,46,5
101839,2,23446,5,1,0,47,5
101840,2,23446,5,1,0,48,5
101841,2,23446,5,1,0,49,5
101842,2,23446,5,1,0,50,5
101843,2,23364,5,1,0,45,5
101844,2,23364,5,1,0,47,5
101845,2,23364,5,1,0,49,5
101846,2,23364,5,1,0,50,5
101847,2,24305,5,1,0,45,5
101848,2,24305,5,1,0,47,5
101849,2,24305,5,1,0,49,5
101850,2,24305,5,1,0,50,5
101851,2,23793,5,1,0,44,5
101852,2,23793,5,1,0,45,5
101853,2,23793,5,1,0,46,5
101854,2,23793,5,1,0,47,5
101855,2,23793,5,1,0,48,5
101856,2,23793,5,1,0,49,5
101857,2,23793,5,1,0,50,5
101858,2,23494,5,1,0,45,5
101859,2,23494,5,1,0,47,5
101860,2,23494,5,1,0,49,5
101861,2,23494,5,1,0,50,5
101862,2,24225,5,1,0,44,5
101863,2,24225,5,1,0,45,5
101864,2,24225,5,1,0,46,5
101865,2,24225,5,1,0,47,5
101866,2,24225,5,1,0,48,5
101867,2,24225,5,1,0,49,5
101868,2,24225,5,1,0,50,5
101869,2,24534,5,1,0,44,5
101870,2,24534,5,1,0,45,5
101871,2,24534,5,1,0,46,5
101872,2,24534,5,1,0,47,5
101873,2,24534,5,1,0,48,5
101874,2,24534,5,1,0,49,5
101875,2,24534,5,1,0,50,5
101876,2,24549,5,1,0,44,5
101877,2,24549,5,1,0,45,5
101878,2,24549,5,1,0,46,5
101879,2,24549,5,1,0,47,5
101880,2,24549,5,1,0,48,5
101881,2,24549,5,1,0,49,5
101882,2,24549,5,1,0,50,5
101883,2,24684,5,1,0,44,5
101884,2,24684,5,1,0,45,5
101885,2,24684,5,1,0,46,5
101886,2,24684,5,1,0,47,5
101887,2,24684,5,1,0,48,5
101888,2,24684,5,1,0,49,5
101889,2,24684,5,1,0,50,5
101890,2,22989,6,1,0,45,5
101891,2,22989,6,1,0,46,5
101892,2,22989,6,1,0,47,5
101893,2,22989,6,1,0,48,5
101894,2,22989,6,1,0,49,5
101895,2,22989,6,1,0,50,5
101896,2,23084,6,1,0,44,5
101897,2,23084,6,1,0,45,5
101898,2,23084,6,1,0,46,5
101899,2,23084,6,1,0,47,5
101900,2,23084,6,1,0,48,5
101901,2,23084,6,1,0,49,5
101902,2,23084,6,1,0,50,5
101903,2,23846,6,1,0,50,5
101904,2,23846,6,1,0,49,5
101905,2,23846,6,1,0,48,5
101906,2,23846,6,1,0,47,5
101907,2,23846,6,1,0,46,5
101908,2,23846,6,1,0,45,5
101909,2,23846,6,1,0,44,5
101910,2,23791,6,1,0,44,5
101911,2,23791,6,1,0,45,5
101912,2,23791,6,1,0,46,5
101913,2,23791,6,1,0,47,5
101914,2,23791,6,1,0,48,5
101915,2,23791,6,1,0,49,5
101916,2,23791,6,1,0,50,5
101917,2,24547,6,1,0,50,5
101918,2,24547,6,1,0,49,5
101919,2,24547,6,1,0,48,5
101920,2,24547,6,1,0,47,5
101921,2,24547,6,1,0,46,5
101922,2,24547,6,1,0,45,5
101923,2,24547,6,1,0,44,5
101924,2,24727,6,1,0,44,5
101925,2,24727,6,1,0,45,5
101926,2,24727,6,1,0,46,5
101927,2,24727,6,1,0,47,5
101928,2,24727,6,1,0,48,5
101929,2,24727,6,1,0,49,5
101930,2,24727,6,1,0,50,5
101931,2,23219,6,1,0,45,5
101932,2,23219,6,1,0,46,5
101933,2,23219,6,1,0,47,5
101934,2,23219,6,1,0,48,5
101935,2,23219,6,1,0,49,5
101936,2,23219,6,1,0,50,5
101937,2,23273,6,1,0,44,5
101938,2,23273,6,1,0,45,5
101939,2,23273,6,1,0,46,5
101940,2,23273,6,1,0,47,5
101941,2,23273,6,1,0,48,5
101942,2,23273,6,1,0,49,5
101943,2,23273,6,1,0,50,5
101944,2,23348,6,1,0,44,5
101945,2,23348,6,1,0,45,5
101946,2,23348,6,1,0,46,5
101947,2,23348,6,1,0,47,5
101948,2,23348,6,1,0,48,5
101949,2,23348,6,1,0,49,5
101950,2,23348,6,1,0,50,5
101951,2,23377,6,1,0,44,5
101952,2,23377,6,1,0,45,5
101953,2,23377,6,1,0,46,5
101954,2,23377,6,1,0,47,5
101955,2,23377,6,1,0,48,5
101956,2,23377,6,1,0,49,5
101957,2,23377,6,1,0,50,5
101958,2,23531,6,1,0,44,5
101959,2,23531,6,1,0,45,5
101960,2,23531,6,1,0,46,5
101961,2,23531,6,1,0,47,5
101962,2,23531,6,1,0,48,5
101963,2,23531,6,1,0,49,5
101964,2,23531,6,1,0,50,5
101965,2,23578,6,1,0,44,5
101966,2,23578,6,1,0,45,5
101967,2,23578,6,1,0,46,5
101968,2,23578,6,1,0,47,5
101969,2,23578,6,1,0,48,5
101970,2,23578,6,1,0,49,5
101971,2,23578,6,1,0,50,5
101972,2,23548,6,1,0,44,5
101973,2,23548,6,1,0,45,5
101974,2,23548,6,1,0,46,5
101975,2,23548,6,1,0,47,5
101976,2,23548,6,1,0,48,5
101977,2,23548,6,1,0,49,5
101978,2,23548,6,1,0,50,5
101979,2,24429,6,1,0,44,5
101980,2,24429,6,1,0,45,5
101981,2,24429,6,1,0,46,5
101982,2,24429,6,1,0,47,5
101983,2,24429,6,1,0,48,5
101984,2,24429,6,1,0,49,5
101985,2,24429,6,1,0,50,5
101986,2,23080,7,1,0,44,5
101987,2,23080,7,1,0,45,5
101988,2,23080,7,1,0,46,5
101989,2,23080,7,1,0,47,5
101990,2,23080,7,1,0,48,5
101991,2,23080,7,1,0,49,5
101992,2,23080,7,1,0,50,5
101993,2,23172,7,1,0,44,5
101994,2,23172,7,1,0,45,5
101995,2,23172,7,1,0,46,5
101996,2,23172,7,1,0,47,5
101997,2,23172,7,1,0,48,5
101998,2,23172,7,1,0,49,5
101999,2,23252,7,1,0,44,5
102000,2,23252,7,1,0,45,5
102001,2,23252,7,1,0,46,5
102002,2,23252,7,1,0,47,5
102003,2,23252,7,1,0,48,5
102004,2,23252,7,1,0,49,5
102005,2,23252,7,1,0,50,5
102006,2,23871,7,1,0,50,5
102007,2,23871,7,1,0,49,5
102008,2,23871,7,1,0,48,5
102009,2,23871,7,1,0,47,5
102010,2,23871,7,1,0,46,5
102011,2,23871,7,1,0,45,5
102012,2,23871,7,1,0,44,5
102013,2,23622,7,1,0,44,5
102014,2,23622,7,1,0,45,5
102015,2,23622,7,1,0,46,5
102016,2,23622,7,1,0,47,5
102017,2,23622,7,1,0,48,5
102018,2,23622,7,1,0,49,5
102019,2,23622,7,1,0,50,5
102020,2,23628,7,1,0,44,5
102021,2,23628,7,1,0,45,5
102022,2,23628,7,1,0,46,5
102023,2,23628,7,1,0,47,5
102024,2,23628,7,1,0,48,5
102025,2,23628,7,1,0,49,5
102026,2,23628,7,1,0,50,5
102027,2,23868,7,1,0,50,5
102028,2,23868,7,1,0,49,5
102029,2,23868,7,1,0,48,5
102030,2,23868,7,1,0,47,5
102031,2,23868,7,1,0,46,5
102032,2,23868,7,1,0,45,5
102033,2,23868,7,1,0,44,5
102034,2,23227,7,1,0,44,5
102035,2,23227,7,1,0,45,5
102036,2,23227,7,1,0,46,5
102037,2,23227,7,1,0,47,5
102038,2,23227,7,1,0,48,5
102039,2,23227,7,1,0,49,5
102040,2,23227,7,1,0,50,5
102041,2,23556,7,1,0,45,5
102042,2,23556,7,1,0,47,5
102043,2,23556,7,1,0,49,5
102044,2,23556,7,1,0,50,5
102045,2,24453,7,1,0,45,5
102046,2,24453,7,1,0,47,5
102047,2,24453,7,1,0,49,5
102048,2,24028,7,1,0,44,5
102049,2,24028,7,1,0,45,5
102050,2,24028,7,1,0,46,5
102051,2,24028,7,1,0,47,5
102052,2,24028,7,1,0,48,5
102053,2,24028,7,1,0,49,5
102054,2,24028,7,1,0,50,5
102055,2,24078,7,1,0,44,5
102056,2,24078,7,1,0,45,5
102057,2,24078,7,1,0,46,5
102058,2,24078,7,1,0,47,5
102059,2,24078,7,1,0,48,5
102060,2,24078,7,1,0,49,5
102061,2,24078,7,1,0,50,5
102062,2,24317,7,1,0,45,5
102063,2,24317,7,1,0,47,5
102064,2,24317,7,1,0,49,5
102065,2,23947,7,1,0,44,5
102066,2,23947,7,1,0,45,5
102067,2,23947,7,1,0,46,5
102068,2,23947,7,1,0,47,5
102069,2,23947,7,1,0,48,5
102070,2,23947,7,1,0,49,5
102071,2,23947,7,1,0,50,5
102072,2,24020,7,1,0,45,5
102073,2,24020,7,1,0,47,5
102074,2,24020,7,1,0,49,5
102075,2,24020,7,1,0,50,5
102076,2,24079,7,1,0,46,5
102077,2,24432,7,1,0,45,5
102078,2,24432,7,1,0,49,5
102079,2,24465,7,1,0,47,5
102080,2,24344,7,1,0,45,5
102081,2,24344,7,1,0,47,5
102082,2,24344,7,1,0,49,5
102083,2,24344,7,1,0,50,5
102084,2,24454,7,1,0,45,5
102085,2,24454,7,1,0,47,5
102086,2,24454,7,1,0,49,5
102087,2,22960,8,1,0,44,5
102088,2,22960,8,1,0,45,5
102089,2,22960,8,1,0,46,5
102090,2,22960,8,1,0,47,5
102091,2,22960,8,1,0,48,5
102092,2,22960,8,1,0,49,5
102093,2,22960,8,1,0,50,5
102094,2,23102,8,1,0,44,5
102095,2,23102,8,1,0,45,5
102096,2,23102,8,1,0,46,5
102097,2,23102,8,1,0,47,5
102098,2,23102,8,1,0,48,5
102099,2,23102,8,1,0,49,5
102100,2,23102,8,1,0,50,5
102101,2,23112,8,1,0,44,5
102102,2,23112,8,1,0,45,5
102103,2,23112,8,1,0,46,5
102104,2,23112,8,1,0,47,5
102105,2,23112,8,1,0,48,5
102106,2,23112,8,1,0,49,5
102107,2,23112,8,1,0,50,5
102108,2,23397,8,1,0,47,5
102109,2,23397,8,1,0,48,5
102110,2,23397,8,1,0,49,5
102111,2,23397,8,1,0,50,5
102112,2,23443,8,1,0,44,5
102113,2,23443,8,1,0,45,5
102114,2,23443,8,1,0,46,5
102115,2,23443,8,1,0,47,5
102116,2,23443,8,1,0,48,5
102117,2,23443,8,1,0,49,5
102118,2,23443,8,1,0,50,5
102119,2,23454,8,1,0,44,5
102120,2,23454,8,1,0,45,5
102121,2,23454,8,1,0,46,5
102122,2,23454,8,1,0,47,5
102123,2,23454,8,1,0,48,5
102124,2,23454,8,1,0,49,5
102125,2,23454,8,1,0,50,5
102126,2,23457,8,1,0,44,5
102127,2,23457,8,1,0,45,5
102128,2,23457,8,1,0,46,5
102129,2,23457,8,1,0,47,5
102130,2,23457,8,1,0,48,5
102131,2,23457,8,1,0,49,5
102132,2,23457,8,1,0,50,5
102133,2,23587,8,1,0,44,5
102134,2,23587,8,1,0,45,5
102135,2,23587,8,1,0,46,5
102136,2,23587,8,1,0,47,5
102137,2,23587,8,1,0,48,5
102138,2,23587,8,1,0,49,5
102139,2,23587,8,1,0,50,5
102140,2,23610,8,1,0,44,5
102141,2,23610,8,1,0,45,5
